PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
Aster Pharmacy 100 -Dxb,DXB,Pharmacy,DHCC,"Al Razi Building, Building No 64, D Block, Dhcc",44343922,,
Aster Pharmacy 101 (Br Of Aster Pharmacies Group L.L.C.) (Dm Healthcare Group)-Dxb,DXB,Pharmacy,Al Qusais1,"Aqu Building, Al Qusais1, Sheikh Colony, Near To Dafza Metro Station",42382342,,
Aster Pharmacy 102 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Al Qusais,"Shop 2, Saeed Hamad Musleh Jamhour Al Ahbabi Building, Al Qusais Second, Al Qusais",42610833,,
Aster Pharmacy 103 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,International City,"Building-N04, Shop No.S-04, Al Warsan First, International City, Persia Cluster",42765802,,
ASTER PHARMACY 104 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,AL WARQA 1,"HANBAL SHAFIE AL MADANI BUILDING, NEAR TO ASTER ORTHO CLINIC AL WARQA,  AL WARQA-1, DUBAI",04-2829440,,
Aster Pharmacy 104 Br Of Aster Pharmacies,DXB,Pharmacy,International City,"Building-L-11, Greece Cluster, International City",42775973,,
ASTER PHARMACY 109 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,MIRDIF,"GHUROOB COMMUNITY, GHUROOB STREET",04-4582727,,
Aster Pharmacy 110 (Dm Healthcare Group)-Dxb,DXB,Pharmacy,Oud Mehtha,"Mandarin Building, Ground Floor, Street 13A, Oud Mehtha, Near Lamcy Plaza",43963158,,
ASTER PHARMACY 111 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,LULU VILLAGE,"MUHAISINAH PLAZA BUILDING, SHOP NO.6,MUHAISANAH 4,LULU VILLAGE",04-2593195,,
Aster Pharmacy 112 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Burdubai,"Mohamed Khlifa Al Khalafi Building, Ground Floor,Rolla Street, Al Raffa, Burdubai",43252920,,
Aster Pharmacy 113Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Mirdiff,"Mirdif Mall, Uptown Mirdif,Near To Medcare Clinic, Mirdif",42839542,,
Aster Pharmacy 114Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Al Barsha,"Shop No 12 & 13,Aswaq  Mall, Al Barsha South 1, Al Barsha",43851455,,
Aster Pharmacy 115 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Discovery Pavilion,"Discovery Pavilion,Street 7,Discovery Garden",45546021,,
ASTER PHARMACY 116 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,MIRDIF,"MIRDIF COMMERCIAL COMPLEX, SHOP NO. 1 &2, MIRDIF 
WESTZONE SUPERMARKET",04-2884190,,
Aster Pharmacy 117 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Burdubai,"Shop No. 12, Bait Al-Waleed, Al-Souq Al-Kabeer, Mankhool,Bur Dubai, Uae",43252882,,
ASTER PHARMACY 118 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,AL NAHDA,"OBS BUILDING,GROUND FLOOR, SHOP NO.2, NAMMAN ROAD",04-2393397,,
Aster Pharmacy 119 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Meadows,"Shop No.7,Meadows, Emirates Hills 3,Enoc 1086",45546797,,
Aster Pharmacy 120 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Al Warqa 1,"Abdul Raouf Mohammed Saleh Alavi Building, Al Warqa 1, Al Warqa, Near Aswaq Mall",42803995,,
ASTER PHARMACY 123 BR. OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,DEIRA,"AL GHURAIR REAL ESTATE BUILDING, AL MUTEENA STREET",04-2731282,,
ASTER PHARMACY 124 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,MARINA,"GROUND FLOOR, SUKOON TOWER",04-5546282,,
Aster Pharmacy 126 Br Of Aster Pharmacies Group,DXB,Pharmacy,Jumeira,"Jumeriah, Umsuquim 1, Near Medcare Clinic",43952213,,
ASTER PHARMACY 127 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,DUBAI MARINA,"ROYAL OCEANIC-1, S-01, MARSA STREET",04-5547096,,
Aster Pharmacy 128 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Deira,"Shop # 1, New Enoc, Umm Sequim St, Al Barsha, Dubai, Uae",44405945,,
ASTER PHARMACY 129 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,SATWA,"GROUND FLOOR, MARJANA PLAZA BUILDING, AL BADA",04-3590530,,
Aster Pharmacy 130 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Dubai Marina,"Ground Floor , Duja Tower,Trade Center First, Next To Sheraton Grand Hotel, Sheik Zayed Road",43866768,,
ASTER PHARMACY 131(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,AL BARSHA FIRST,AL BARSHA FIRST;TRIO BUIDING;,04-3475733,,
Aster Pharmacy 132 Brof Aster Pharmacies Group Llc,DXB,Pharmacy,Hor Al Anz East,"Sheikh Suhail Building , Hor Al Anz East, Plot #133-142
Abu Hail ,Dubai ,Uae",42692835,,
Aster Pharmacy 134 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Barsha I,"Golden Sands Building, Barsha 1St, Al Barsha, Near To Lulu",43271483,,
Aster Pharmacy 135 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,International City,"Shop No 04, Russia V 19,International City",44511674,,
ASTER PHARMACY 136 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,AL QUOZ,"ABDULLA AL ASMAWI BUILDING, AL QUOZ FOURTH",04-3808539,,
Aster Pharmacy 137 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,International City,"Retail Shop 6, The Pavilion Mall, Opp. Union Co Op, France Cluster, International City",44224515,,
Aster Pharmacy 138 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Bur Dubai,"Ground Floor, Al Jabar Building, Near Sunrise Supermarket, Al Karama, Dubai",43377329,,
Aster Pharmacy 141 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Dubai Festival City,"Shop No Sc 021, Ground Floor, Dubai Festival City Mall",42365418,,
Aster Pharmacy 142 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Al Qusais,"Shop No 4 , Al Fattan Building ,Plot No 233-129, Behind Snow White,  Al Qusais",42205966,,
Aster Pharmacy 143 Br Of Asterpharmacies Group Llc,DXB,Pharmacy,Motor City,"The Ribbon Building 2, Al Hebiah First , Plot 94- 0, Motor City",44430474,,
Aster Pharmacy 144 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Hor Al Anz,"Shop 5 & 6, Al Maalik Buiding, Al Shab, Near To Talal Super Market, Hor Al Anz",42212250,,
Aster Pharmacy 145(Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Karama,"Shop No: 1, Al Waleed Building. Opp. Union Medical Centre, Iranian School Road, Karama",43547745,,
Aster Pharmacy 146(Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Bur Dubai,"Shop 32, Souk Al Kabeer Building, Near To Ghubaiba Bus Staion, Opp.Etisalat-Shindagha, Next To Access Clinic , Burdubai",43271059,,
Aster Pharmacy 147 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Burdubai,"Shehar-E-Karachi Restaurant Building, Shop Number 11, Khalid Bin Al Waleed Road, Bur Dubai",43251134,,
Aster Pharmacy 148 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Karama,"Shop No.3, Dar Al Sahil Building, Al Nahda 2, Al Nahda, Dubai",45460561,,
Aster Pharmacy 149 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Karama,"Shop No:M-01, Cig Mall ,Al Kabayel Centre Building, Jebel Ali -1, Duabi,Uae.",45465376,,
ASTER PHARMACY 150 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,MARINA,"PINNACLE TOWER, MARSA ST. MARINA, DUBAI",04-3794306,,
ASTER PHARMACY 152 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,JEBEL ALI,"FOOD COURT 3,COMMERCIAL CENTER, JEBEL ALI FREE ZONE SOUTH, NEAR ACCESS CLINIC
JAFZA",04-8809102,,
Aster Pharmacy 155 (Br Of Aster Pharmacies Llc),DXB,Pharmacy,Deira,"Ground Floor, Business Centre, IBIS Hotel, Al Rigga, Deira, Dubai",42280204,,
Aster Pharmacy 156 (Br of Aster Pharmacies Group LLC),DXB,PHARMACY,DUBAI INDUSTRIAL CITY,SHOP NO 6  SAPPHIRE MALL  DUBAI INDUSTRIAL CITY  NEAR TO AL MAKTOUM INTERNATIONAL AIRPORT,04-5877191,,
Aster Pharmacy 157 Br Of Asterpharmacies Group Llc,DXB,Pharmacy,Al Safa,"R-531-A, Dar Al Wasl Building, Al Wasl Road, Near Safa",43867820,,
ASTER PHARMACY 158 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,DIP,ABU BAKER SIDDIQUE ROAD,04-2438618,,
Aster Pharmacy 162 (Br of Aster Pharmacies Group LLC),DXB,PHARMACY,JUMEIRAH VILLAGE CIRCLE,"SHOP NO:6, MASJID BUILDING, DISTRICT 10, JUMEIRAH VILLAGE CIRCLE, NEXT TO SALEH MOHAMMED BIN LAHEJ MASJID",04-4580678,,
Aster Pharmacy 165 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Dubai Hills,"Sway Residences, Shop No:Retail-3,Hadaeq Sheikh Mohammed Bin Rashid, Dubai Hills",47187190,,
Aster Pharmacy 166,DXB,Pharmacy,Al Jadaf,"Shop No.5, Azurite Tower,Azurite Tower,Ibn Al Zahrawi Street",42272851,,
Aster Pharmacy 167 (Br of Aster Pharmacies Group LLC),DXB,PHARMACY,SHEIKH ZAYED ROAD,"SHOP NO-041, SECOND FLOOR, METROLINK BAY, THE DUBAI MALL, SHEIKH MOHAMMED BIN RASHED BOULEVARD,DOWNTOWN, DUBAI",04-3341829,,
ASTER PHARMACY 168 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,DUBAI,"IBS GF 35&36, NEAR CARREFOUR PARKING ENTRANCE, TUNISIA COURT, IBN BATTUTA MALL,IBN BATTUTA MALL, JABAL ALI FIRST, JABAL ALI",04-5543519,,
ASTER PHARMACY 169 BR OF ASTER PHARMACIES GROUP L.L.C,DXB,PHARMACY,UMM AL SHEIF,"19A STREET, NEXT TO HEALTHBAY WOMENSCARE , AL WASL ROAD, UMM AL SHEIF , DUBAI",04-3250365,,
Aster Pharmacy 170 (Br of Aster Pharmacies Group LLC),DXB,PHARMACY,GREENS,"SHOP# 6,GROUND FLOOR, BUILDING 1, PHASE 2, SHOBHA HEARTLAND, AL MERKADH, GREENS, DUBAI",04-2588717,,
Aster Pharmacy 171,DXB,Pharmacy,Greens,Shop No B6 RDK 1190 Building B Green Community Village Dubai Investment Park First Dubai,42516452,,
ASTER PHARMACY 172 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,AL BARSHA SOUTH SECOND,"SHOP:12, AL SAYYAH RESIDENCE C, ARJAN DUBAILAND,  AL BARSHA SOUTH 2, ARJAN, DUBAI, UAE",04-5786364,,
Aster Pharmacy 173 (Br of Aster Pharmacies Group LLC),DXB,PHARMACY,JUMEIRAH THIRD,"SHOP 9, BUILDING NO: 2259186831, UNION COOPERATIVE SOCIETY, AL SAFA, JUMEIRAH THIRD, DUBAI, UAE",04-3325595,,
Aster Pharmacy 174 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,DUBAI SPORTS CITY,"G-03,TAG RETAIL HUB 01,AL HEBIAH FOURTH, DUBAI SPORTS CITY, DUBAI",04-4486271,,
ASTER PHARMACY 175 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,JUMEIRAH VILLAGE CIRCLE,"SHOP:11A, DAMAC TOWER 108, AL BARSHA SOUTH, JUMEIRAH VILLAGE CIRCLE, NEAR TO ASTER CLINIC JVC, DUBAI",04-5579564,,
Aster Pharmacy 176,DXB,Pharmacy,Liwan,"G-02, Binghatti Jewels,Wadi Al Safa 2-Liwan",43092900,,
Aster Pharmacy 177,DXB,Pharmacy,WADI AL SAFA 2,Shop 6 and 7 Raja Building Opposite Skycourt Tower B,42575216,,
Aster Pharmacy 178 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,MARSA,"SHOP R02, WEST AVENUE, AL GHARBI STREET, MARINA, MARSA, DUBAI",04-2950979,,
Aster Pharmacy 179,DXB,Pharmacy,Al Qusais Industrial Area 5,"R1083,Al Wasl Village Retail Centre,Al Wasl Village Retail Centre,Al Rayhan Street",42207653,,
Aster Pharmacy 180,DXB,Pharmacy,JBR,"P19, Rimal 1,Dubai Marina and Jumeira Beach,The Walk",43092900,,
Aster Pharmacy 181,DXB,Pharmacy,Dubai Hills Estate,"R04, Park Heights Square 1,Next to Spinneys,Hadaeq Sheikh Mohammed Bin Rashid",42632594,,
Aster Pharmacy 182,DXB,Pharmacy,International City Phase-2,"Shop No 2, Jowhrat Al Faihaa,International City Phase-2",45545907,,
Aster Pharmacy 183,DXB,Pharmacy,Al Thanyah First,"Shop-2, Art Heights,Al Thanyah First,Al Nahar 2 St",42679073,,
Aster Pharmacy 184 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,BUSINESS BAY,"RETAIL-01, ZADA TOWER, AL AAMAL STREET, , BUSINESS BAY, DUBAI",04-4490062,,
Aster Pharmacy 185,DXB,PHARMACY,AL JADAF,"SHOP NO 1, GROUND FLOOR, BINGHATTI GATEWAY, AL JADDAF, DUBAI",04-2665280,,
Aster Pharmacy 186,DXB,Pharmacy,The Palm Jumeira,Shop 1 Seven Palm Hotel Apartments The Palm,,,
Aster Pharmacy 187,DXB,Pharmacy,Discovery Gardens,Shop 8 Zen 3 Building Street 1 Discovery Gardens Jabal Ali First Dubai,45519467,,
Aster Pharmacy 188 (Br of Aster Pharmacies Group L.L.C),DXB,PHARMACY,DUBAI SILICON OASIS,"RETAIL-06, LOGGIA PLAZA, DUNES STREET, DUBAI SILICON OASIS, DUBAI",04-3497028,,
Aster Pharmacy 189 (Br of Aster Pharmacies Group L.L.C),DXB,PHARMACY,DUBAI SILICON OASIS,"SHOP 6, SILICON HEIGHTS 2 BUILDING, DUBAI SILICON OASIS, DUBAI",04-8324564,,
ASTER PHARMACY 190 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,JUMEIRAH VILLAGE CIRCLE,"SHOP NO 1, BINGHATTI ORCHID, KAHRABA ROAD, JUMEIRAH VILLAGE CIRCLE, BARSHA SOUTH 4, DUBAI",04-5527027,,
Aster Pharmacy 191,DXB,Pharmacy,Down Town,Shop no 1 Elite Downtown Residence 1 School Street Burj KhalifaDowntown Dubai Dubai,45700402,,
Aster Pharmacy 192,DXB,Pharmacy,Down Town,Shop No 3 Tower No 1 Trade Center First Shaikh Zayed Road Downtown Dubai,42584482,,
Aster Pharmacy 194,DXB,Pharmacy,Nad Al Sheba,Shop no 2 Creek Vistas tower B Shoba Hartland Al Merkadh Nad Al Sheba 1 Dubai,45750742,,
Aster Pharmacy 195,DXB,Pharmacy,JABAL ALI FIRST,Shop No 3 Pink Building 7 Jebel Ali Village Ibn Battuta Street The Gardens Dubai,45725507,,
Aster Pharmacy 196,DXB,Pharmacy,Nad Al Sheba,Retail 20 Azizi Riviera 5 Shoba Hartland Al Merkadh Nad Al Sheba 1 Dubai,45702313,,
ASTER PHARMACY 197 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,DUBAI INVESTMENT PARK FIRST,"SHOP NO M05, AIKO MALL, DUBAI INVESTMENT PARK FIRST, DUBAI",04-2528870,,
ASTER PHARMACY 199 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,JEBEL ALI VILLAGE,"SHOP NO. 7, GEMZ BY DANUBE, AL ASAYEL ST, JEBEL ALI VILLAGE, AL FURJAN, DUBAI",04-3971206,,
Aster Pharmacy 2 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Dubai Investment Park,"Unit No 4&5, Ground Floor,Carrefour Centre, Dubai Investment Park",48858044,,
ASTER PHARMACY 200 (BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,AL QUSAIS,"BUILDING NO :241-487, AL NAHADA SECOND, AMMAN STREET, AL QUSAIS, OPP. LED WORLD",04-2505712,,
Aster Pharmacy 201 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Sheikh Zayed Road,"Shop No3, Al Manal Tower, Next To Crown Plaza Hotel, Sheikh Zayed Road",43209481,,
Aster Pharmacy 202 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Al Rashidiya,"Bin Sougat Center, Airport Road, Al Rashidiya, Near Metro Station",42540474,,
ASTER PHARMACY 204(BR OF ASTER PHARMACIES GROUP LLC),DXB,PHARMACY,AL QUSAIS,"DAMASCUS STREET, NEAR GRAND HOTEL",04-2203889,,
Aster Pharmacy 205 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,Palm Jumeirah,"Pve-G-02, Palm Views East Building, Palm Jumeira",44221521,,
Aster Pharmacy 206 (Br Of Aster Pharmacies Group Llc),DXB,Pharmacy,Dubai Mall,"Shop no: BF02, Dubai Fountain View, Next to Address Fountain View Hotel, Dubai Mall",45475036,,
ASTER PHARMACY 207 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,AL JADAF,"SHOP NO SH-A1, LILAC RESIDENCE, AL JADAF, DUBAI",04-3968831,,
ASTER PHARMACY 208 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,AL BARSHA SOUTH THIRD,"SHOP NO. 6, CURVE BY SENTRO, AL BARSHA SOUTH THIRD, BARSHA SOUTH, DUBAI",04-3578436,,
ASTER PHARMACY 209 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,DUBAI MARINA,"SHOP NO. S02, THE POINT TOWER, JUMEIRAH BEACH RESIDENCE, MARSA DUBAI, DUBAI MARINA, DUBAI",04-5843414,,
ASTER PHARMACY 210 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,AL BARSHA SOUTH THIRD,"RETAIL 1, ART PARK VIEW, AL BARSHA SOUTH THIRD, AL BARSHA, DUBAI",04-8816085,,
ASTER PHARMACY 211 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,NADD AL SHIBA FIRST,"SHOP NO. 11, AZIZI RIVERA 44, AL MERKADH, NAD AL SHEBA 1, DUBAI",04-3530973,,
ASTER PHARMACY 212 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,AL SATWA,"SHOP-4, BQ RESIDENCE, JUMEIRAH GARDEN CITY, AL SATWA, DUBAI",04-5853391,,
ASTER PHARMACY 215 (BR OF ASTER PHARMACIES GROUP L.L.C),DXB,PHARMACY,BUSINESS BAY,"SHOP G-13, BAY AVENUE RETAIL, BUSINESS BAY, DUBAI",04-5772518,,
Aster Pharmacy 3 (Br. Of Aster Pharmacy Llc),DXB,Pharmacy,Dubai Outlet Mall,"G32 Ground Floor, Dubai Outlet Mall,",44437250,,
Aster Pharmacy 5 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,International City,"Shop No 02, Cbd 29, Al Warsan 1St, International City",44473169,,
ASTER PHARMACY 6 BR OF ASTER PHARMACIES GROUP LLC,DXB,PHARMACY,SILICON OASIS,"DUBAI SILICON GATE 1 - BUILDING, FIRST FLOOR, F-S-101A, GATE 1",04-3262600,,
Aster Pharmacy 98 (Br. Of Aster Pharmacy L.L.C),DXB,Pharmacy,Sonapur,"Sameya Khalifa Mohamed Al Fuqaei Building, Shop No.8, 24Th Street. Muhaisina 2Nd, Sonapur",42521711,,
Aster Pharmacy105 Br Of Aster Pharmacies Group Llc,DXB,Pharmacy,International City,"Bldg. I - 11, Shop No. 02, Al Warsan First,International City, Morocco Cluster",42275972,,
Aster Royal Clinic Pharmacy Down Town,DXB,Pharmacy,Down Town,"BD-Resi 1-Retail-G-ER6, Residences Retail,Burj Khalifa,Burj Residence Phase I & II",43092900,,
Aster Royal Clinic Springs Souk Pharmacy Br Of D M Healthcare L L C,DXB,PHARMACY,AL THANYAH FOURTH,"SHOP FF 24 AND FF 25, SPRINGS SOUK, AL THANYAH FOURTH, DUBAI",04-3288352,,
Avenue Pharmacy Llc - Dxb,DXB,Pharmacy,Business Bay - Sheikh Zayed,"Aspect Towers, Bay Avenue, Business Bay, Dubai",44357450,,
AWEER SOCIETY PHARMACY,DXB,PHARMACY,TRADE CENTER,"TRADE CENTER ROAD, AL SHAFAR BLDG.",04-3969999,,
Axon Medica Pharmacy,DXB,Pharmacy,Silicon Oasis,"Nadd Hessa Street, Gf-Lynx Tower",43484992,,
Axon Medica Pharmacy Llc Ex: Orion Family Pharmacy Llc,DXB,Pharmacy,Jebel Ali,Garden Street 7 -Behind Mosque,44599904,,
Bader Pharmacy,DXB,Pharmacy,Karama,"Shop No. 10 & 11, Ground Floor, Kifaf 2 Building, Near Sunrise Supermarket, Opposite City Corner, Karama Dubai - U.A.E.",43348129,,
Balsam Al Hadeethah Pharmace Llc,DXB,Pharmacy,Umm Suqaim,"Jumeirah Beach rd, near Mun.office,Umm Souqeim. Before Burj AL Arab",43488507,,
BANIYAS LIFE PHARMACY BR OF LIFE PHARMACY LLC,DXB,PHARMACY,BANIYAS,"AL ASHRFIAH BUILDING, NEAR CLOCK TOWER, DEIRA, DUBAI - UAE",04-2550173,,
Barsha Rose Gardens Pharmacy Llc,DXB,Pharmacy,Al Barsha 1,"Shop # 1, Rose Gardens Hotel Apartment Bldg, Al Barsha 1, Dubai",45610000,,
Bay Square Pharmacy L.L.C.,DXB,Pharmacy,Business Bay,"Unit G-03, BB11,Next to Choitram Supermarket, Bldg. No.BB11, Bay Square, Business Bay, Dubai",45610000,,
Beta Pharmacy - Dxb,DXB,Pharmacy,Mirdiff,Mirdiff City Centre,42840678,,
Bin Seray Pharmacy - Life Healthcare,DXB,Pharmacy,Karama,"Oud Mehta Road, Near Lamcy Plaza, Dubai",45610000,,
Bin Sina Emirates Pharmacy Llc,DXB,Pharmacy,Jebel Ali,"Al Barsha Rd, Mall Of The Emirates - Dubai",43410345,,
Blue Bell Medical Centre Llc- Pharmacy,DXB,Pharmacy,Al Karama,"Crystal Busines Center, Al Karama, Dubai, UAE",52534625,,
BORDER PHARMACY LLC,DXB,PHARMACY,DUBAI SILICON OASIS,"NEAR TO IT PLAZA BUILDING, LA SOLARIUM TOWER, NADD HESSA STREET, DUBAI SILICON OASIS, DUBAI,U.A.E",04-3793516,,
BURJEEL AL HAYYAT PHARMACY,DXB,PHARMACY,JEBEL ALI,"OMRAN ORANGE CAMP, WATER FRONT",04-3519199,,
Burjuman Pharmacy Llc,DXB,Pharmacy,Burjuman,"Ground Floor,Khalid Bin Al Walid Street, Inside Burjuman Center, Bur Dubai",45610000,,
Care & Cure Pharmacy Llc - Dxb,DXB,Pharmacy,Jebel Ali,"Shop No. 04, Building No. 15,  Cluster Zen 02,  Plot No. 853, Discovery Gardens, Street 1, Jabel Ali-1, Dubai, U.A.E.",44390384,,
Care Mark Pharmacy_Dxb,DXB,Pharmacy,Dubai Silicon Oasis,"Binghatti Vista, Inside West Zone Fresh Supermarket, Dubai Silicon Oasis, Industrial Area, Dubai",43310044,,
Ccs Life Pharmacy Br Of Life Pharmacy Llc,DXB,Pharmacy,Bur Dubai,"Unit No. 2, Ground Floor, Shindagha City Centre, Bur Dubai, Dubai",45610000,,
Central Market Pharmacy - Dxb,DXB,Pharmacy,Al Tawar 1,"Near To Dafza Metro Station, Al Qusais,Dubai",42613451,,
Central United Pharmacy Branch Of United Pharmacy Investment Llc,DXB,Pharmacy,Dubai,"Shop No: 001, Mirdif City Center, Deira",45610000,,
City Land Life Pharmacy Br Of Life Pharmacy Llc,DXB,Pharmacy,Wadi Al Safa,"Unit No. 260, City land The Mall, Wadi Al Safa, Dubai – UAE",45610000,,
City Life Pharmacy L.L.C.,DXB,Pharmacy,Sheikh Zayed Road,"Shop No. Rtgf 01 – 04 , Rtmz 01,Rtmz04 , Sama Tower, Trade Centre First, Sheikh Zayed Road, Dubai - Uae",45610000,,
Co-Operative Pharmacy - Life Healthcare,DXB,Pharmacy,Deira,"Al Sabka Road, Deira, Dubai",45610000,,
CREEK LIFE PHARMACY BR OF LIFE PHARMACY LLC,DXB,PHARMACY,DUBAI,"UNIT NO. 1-21, 1-24, FIRST FLOOR, MADINA MALL, DUBAI, UAE.",04-4566737,,
Dar Al Naseem Pharmacy Llc_Dxb,DXB,Pharmacy,Muhaisnah 4,"National Bond Building  Next To Madina Mall, Beirut  Street, Muhaisnah 4",42576266,,
Dar Al Noor Pharmacy,DXB,Pharmacy,Naif,"Shop No 1,2 - Shaiban Building - Naif Road - Deira - 235354",42322080,,
Dar Al Nujoom Pharmacy Llc,DXB,Pharmacy,Umm Hurai,"Shop No. 4, Convention Centre, Hotel Grand Hyatt, Sheikh Rashid Rd, Umm Hurair 2, Dubai",42724197,,
Deira Life Pharmacy L.L.C.,DXB,Pharmacy,Rigga,"Shop#2,State 1 building, Rigga, Dubai.",45610000,,
Dha Pharmacies,DXB,Pharmacy,Dubai,Dubai,504546185,,
Diamond 3 Pharmacy L.L.C.,DXB,Pharmacy,Dubai Marina,"Unit No. Pi-G-05, Park Island, Dubai Marina, Dubai",45610000,,
Docib Pharmacy L.L.C.,DXB,Pharmacy,Bur Dubai,"33A St, Next To Al Rashidiya Police Station - Dubai",43962270,,
Doha Pharmacy - Life Healthcare,DXB,Pharmacy,Al Attar Tower,"Al Attar Tower, Shk.Zayed Road, Dubai",45610000,,
Dorra Pharmacy (Al Shafar Group)(Dm Healthcare Group)-Dxb,DXB,Pharmacy,Jumeira,"Villa 351, Beach Park,Near Medcare Child Clinic, Jumeira",43478481,,
Dr Abdullas Pharmacy,DXB,Pharmacy,Al Qusais Industrial 5,Mona Residence Bulding Opposite Dunes Hotel Apartments Amman Street Al Qusais Industrial Area 5 Dubai,42388778,,
Dr Joseph Polyclinic Community Pharmacy,DXB,Pharmacy,Karama,"Al Jaber Building,1St Floor,Next To Al Kifaf Apartments,Near Sunrise Supermarket,Al Karama, Dubai",43541663; 43541664,,
Dragon Mart Pharmacy,DXB,Pharmacy,Aweer,Dragon Mart Main Entrance,43687450,,
DRAGON PHARMACY (BR OF ASTER AL SHAFAR PHARMACIES GROUP L.L.C),DXB,PHARMACY,DUBAI,"SHOP NO 9, AZIZI FARISHTA, JABAL ALI FIRST, AL FURJAN, DUBAI",04-5693614,,
Dragon Pharmacy Fze,DXB,Pharmacy,Aweer,"Dragon Mart , Ban 05& 06",43687409,,
Dream Pharmacy - Life Healthcare - Dxb,DXB,Pharmacy,Dubai Marina,"Dream Tower,Near Al Maya Super Market, Dubai Marina, Dubai",44227844,,
Drops Pharmacy  Dubai,DXB,Pharmacy,Barsha 1,Barsha 1 - Tardis Building,43206500,,
Dubai Life Pharmacy - Life Healthcare,DXB,Pharmacy,Dubai World trade center,"Hall No.5, Dubai World Trade Centre, Dubai",45610000,,
Dulsco Pharmacy,DXB,Pharmacy,Dubai Industrial City,"Sheikh Mohammed Bin Zayed Road, Labor Village 1, Dubai Industial City , Dubai, Uae",44219354,,
Duraiya Kamal Medical Clinic-Pharmacy,DXB,Pharmacy,Baniyas Square,"First Floor Al Gaz Building, Next to Habib Bank AG Zurich Baniyas Square - Al Maktoum Rd. Dubai",42272289,,
Elaj Pharmacy - Life Healthcare,DXB,Pharmacy,Deira,"Aboobaker Siddique Road, Deira, Dubai.",45610000,,
