PROVIDER NAME,EMIRATE,NETWORK_TIER,AREA,TELEPHONE,PROVIDER TYPE,lat,lon
AL NOOR DENTAL CENTER,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","RAK, NAKHEEL , BEHIND RAK INSURANCE",07-2288451,MEDICAL CENTER,25.805613,55.97772
CORNICHE MEDICAL CENTRE,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","OMAN STREET, AL NAKHEEL",07-2228456,MEDICAL CENTER,25.797772,55.974732
SHIFA AL JAZEERA MEDICAL CENTRE LLC,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",OMAN ST. AL NAKHEEL,07-2211218,MEDICAL CENTER,25.798973,55.975862
RAS AL KHAIMAH MEDICAL CENTER AL HAMRA,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","FIRST LEVEL,NEAR FOOD COURT,ALHAMRA MALL",07-2278308,MEDICAL CENTER,25.697841,55.782111
INTERNATIONAL MEDICAL CENTRE LLC,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","AL WARQAA STREET, KHUZAM",07-2365366,MEDICAL CENTER,25.766909,55.94031
AL BARAKA MEDICAL CENTRE,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",AL NAKHEEL,07-2288542,MEDICAL CENTER,25.787168,55.968841
ALRAFIDAIN MEDICAL CENTER,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","AL KHARRAN RA,AL MUSAFIRI BUILDING",07-2335500,MEDICAL CENTER,25.712407,55.971419
RAS AL KHAIMAH MEDICAL CENTER GHALILLA,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","AHMED LAHA BUILDING, GROUND FLOOR, BESIDE ADNOC PETROL STATION, GHALILAH",07-2279994,MEDICAL CENTER,25.697342,55.781478
NEXUS MEDICAL CLINIC LLC,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","AL JAZEERA BUILDING,OPPOSTIE MABANI STEEL COMPANY, JAZEERA",07-2332134,MEDICAL CENTER,25.653581,55.786196
ALNEBRAS MEDICAL CENTER LLC,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",MANAL MALL - RAS AL KHAIMAH,07-2277007,MEDICAL CENTER,25.77685,55.967316
COSMESURGE CLINICS LLC - RAK BRANCH,RAK,"PLATINUM,G PLUS,GOLD,SILVER","FIRST FLOOR, AVENUE BUILDING, JULPHAR TOWERS, AL HISN ROAD, RAS AL KHAIMAH",04-5200468,MEDICAL CENTER,25.12312,56.32298
MEDCITY MEDICAL CENTER LLC,RAK,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","KHUZAM,ST 3,PO 55129-RAS AL KHAIMAH-UAE",07-2364555,MEDICAL CENTER,25.759421,55.931995
AL SHARQ MEDICAL CENTER - AL ETIHAD,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","SAFEER MARKET,AL SHARQ STREET",09-2222444,MEDICAL CENTER,25.129538,56.334084
NATIONAL MEDICAL CENTRE,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","GHURFAH STREET 4,",09-2232850,MEDICAL CENTER,25.127083,56.354967
ASTER MEDICAL CENTRE FUJAIRAH,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","OPP.CHOITHRAM,HAMAD BIN ABDULLA ST.",09-2234912,MEDICAL CENTER,25.121583,56.344283
EMIRATES MEDICAL CENTRE,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","SH.ZAYED ST,OPP.AL ROWSTMANI,",09-2233199,MEDICAL CENTER,25.126329,56.34372
MERASHID MEDICAL CENTRE,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","FLAT NO 101, SAED BLDG,HAMDAN ROAD",09-2220883,MEDICAL CENTER,25.12156,56.3443
DIBBA MEDICAL CENTER,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","ALSHEKH HAMAD BEN MOHAMMED,DIBBA",09-2447447,MEDICAL CENTER,25.5954,56.2734
NAZEEHA MEDICARE CENTER LLC,FUJ,"PLATINUM,G PLUS,GOLD,SILVER","AWTAD BUILDING, M1 FLOOR, OFFICE NO:105, HAMAD STREET AL JABIRI BUILDING",09-2223113,MEDICAL CENTER,25.797754,55.974754
FIRST ROYAL DENTAL CENTER,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","NBAD BUILDING, 5TH FLOOR, FLAT 501",09-2431555,MEDICAL CENTER,25.599413,56.269503
WE CARE MEDICAL CENTRE,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MERASHID,",09-2229941,MEDICAL CENTER,25.120084,56.347411
AL AHLI MEDICAL CENTRE LLC,FUJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","1ST FLOOR ABOVE HSBC BANK (NEAR CHOITRAMS,BESIDE UAE EXCHANGE) HAMAD BIN ABDULLAH ROAD",54-9989839,MEDICAL CENTER,25.122363,56.344743
DR. SUNNY MEDICAL CENTRE LLC,UMQ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","KING FAISAL STREET,",06-7666933,MEDICAL CENTER,25.512055,55.569815
THUMBAY CLINIC L.L.C. (UAQ BRANCH),UMQ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KING FAISAL STREET, ALRAS, UAQ",06-7051533,MEDICAL CENTER,25.565729,55.552296
AESTHETICA MEDICAL CENTER,UMQ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","EL-ETIHAD STREET, ALQAREEN 1AREA, ALSALAMAH",06-7666505,MEDICAL CENTER,25.505319,55.600036
ASTER MEDICAL CENTRE - BR OF (D M HEALTHCARE) LLC UMM AL QUWAIN BRANCH),UMQ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","GREEN BELT, KING FAISAL ROAD,",06-5770288,MEDICAL CENTER,25.518155,55.54421
AILABOUNY MEDICAL CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BLUE",AL SALAM STREET,02-6440125,POLYCLINIC,24.490695,54.380068
MEDICAL SPECIALITY CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ZAYED AL AWAL ROAD, KHALIDIYA",02-6336325,POLYCLINIC,24.493817,54.37005
DAR AL MOUASAH DIAGNOSTIC CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",HAMDAN STREET,02-6260066,DIAGNOSTIC CENTER,24.492858,54.366896
IBN SINA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",ZAYED 2ND ST. KHALIDIYA,02-6816400,POLYCLINIC,24.469702,54.342506
RIDA SODAGAR CLINIC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BLUE",ELECTRA STREET,02-6218005,POLYCLINIC,24.487168,54.365651
SWEDISH MEDICAL CENTRE W.L.L (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD",KHALIDIYAH,02-6811122,POLYCLINIC,24.462742,54.338378
NORA MEDICAL POLYCLINICS,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",AL DHAFRAH,02-6411121,POLYCLINIC,24.474445,54.367281
DR. WALAA FAKHR MEDICAL CENTRE (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER",NAJDA STREET,02-6336662,POLYCLINIC,24.485232,54.373537
AL AHLY SPECIALIST MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",TRAFFIC ROAD,02-4487553,POLYCLINIC,24.447037,54.401807
WELLCARE MEDICAL CENTER (,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",ELECTRA STREET,02-6766000,POLYCLINIC,24.490766,54.370972
TALAT MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",OLD PASSPORT ROAD,02-6426545,POLYCLINIC,24.479503,54.371546
HALA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",GHAYTHI WESTERN REGION,02-8743247,POLYCLINIC,24.494854,54.371415
HEALTHLINE MEDICAL CENTER L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MADINAT RIYAD,02-6344424,POLYCLINIC,24.470725,54.373309
ITTIHAD MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER",HAMDAN STREET,02-6226611,POLYCLINIC,24.486162,54.357369
AL KAMAL MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","JERNAIN MALL, KHALIDIYA STREET",02-6651464,POLYCLINIC,24.470627,54.373074
DAR AL SHIFA MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",TOURIST CLUB AREA,02-6456100,POLYCLINIC,24.496275,54.379652
DR. ABDALLAH AZZAM PAEDIATRIC (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD",ELECTRA,02-6344185,POLYCLINIC,24.479833,54.355283
RAHAT MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ELECTRA STREET,02-6333924,POLYCLINIC,24.488618,54.364508
AL WAHDA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ABU SHAGARA,02-6418383,POLYCLINIC,24.470451,54.373244
DR. AHMED KAMEL CLINIC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER","KHALIFA ST, BESIDE AL NOOR HOSPITAL",02-6260040,POLYCLINIC,24.49131,54.360818
DR. AHMED ABU SHARIA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER",KHALIDAYA,02-6674882,POLYCLINIC,24.46799,54.351837
FIRST CITY MEDICAL CENTER LLC (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ALFALAH STREET,",02-6417226,POLYCLINIC,24.4782,54.369767
ULTRA CARE MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER",AL KARAMAH,02-4481111,POLYCLINIC,24.462173,54.370155
AL SAQI MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","HAMDAN STREET,BEHIND UAE EXCHANGE",02-6329451,POLYCLINIC,24.4861,54.35985
DR. SABAH AL ZAGBAN CLINIC (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER",NAJDA STREER,02-6330990,POLYCLINIC,24.4919,54.36795
CANADIAN MEDICAL CENTRE (EXCLUDING EMAD ABDUL KARIM FADHEL AL MOSAWI D3564,AUH,"PLATINUM,G PLUS,GOLD,SILVER","AIRPORT ROAD,DELMA CROSS",02-5559999,POLYCLINIC,24.463789,54.377558
ZIA MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ME12 SHABIYAH MUSSAFAH,02-5522201,POLYCLINIC,24.337517,54.530336
TOP CARE MED. CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ICAD RESIDENTIAL CITY,02-5500620,POLYCLINIC,24.34074,54.487794
AMERICAN CENTER FOR PSYCHIATRY & NEURO. (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER","AMERICAN CENTER FOR PSYCHIATRY AND NEUROLOGY, BHC COMPOUND NO.32, VILLA NO. 1-4, SHK. FATIMA BINT MU",02-6979999,POLYCLINIC,24.461106,54.362378
AL KARAMA MEDICAL CENTRE (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",BANIYAS,02-5834988,POLYCLINIC,24.296581,54.639005
ASTER PRIMARY CARE L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUSSAFAH,02-6266672,POLYCLINIC,24.383004,54.513653
AL QADI MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER",AL KHALEEJ AL ARBI ST.,02-4437777,POLYCLINIC,24.441934,54.368717
ABU SALMAN MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUSSAFAH,02-5522549,POLYCLINIC,24.337461,54.534912
NATIONAL PETROLEUM CON. CO. MEDICAL CENT (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",MUSSAFFAH,02-5549000,POLYCLINIC,24.338333,54.462617
AL BUSTAN MEDICAL CENTER AUH,AUH,"PLATINUM,G PLUS,GOLD,SILVER",KHALIFA CITY A,02-5560123,POLYCLINIC,24.407602,54.610317
SAMAYA SPECIALIZED CENTRE SSC- LASER&DAY,AUH,"PLATINUM,G PLUS,GOLD",BATEEN AREA,02-8853888,POLYCLINIC,24.435341,54.37229
FIRST MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",KHALIDIYA STREET,02-6666992,POLYCLINIC,24.464192,54.347368
DANA MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",BANIYAS / OLD MUNICIPALITY MARKET,02-6661551,POLYCLINIC,24.297498,54.637694
DR. ATIQUR RAHMAN POLYCLINIC LLC. (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MADINA ZAYED / NEAR SHOEMART,02-6398331,POLYCLINIC,24.479313,54.366026
ABU DHABI BLOOD BANK (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KARAMA STREET,02-8191223,POLYCLINIC,24.468015,54.352025
BEHAVIORAL SCIENCES PAVILION (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KARAMA STREET,02-8190000,POLYCLINIC,24.472268,54.364876
DISEASE PREVENTION & SCREENING CENTER-MF (EXCLUDING DENTAL),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MUSAFAH,02-5528371,POLYCLINIC,24.368967,54.502167
AL DHAFRA MOBILE MAMMOGRAPHY UNIT (DENTAL INCLUDED EFFECTIVE FROM 01/11/2018),AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NAJDA STREET,02-8942000,DIAGNOSTIC CENTER,23.937638,53.038357
AL RIYADH MEDICAL CENTRE L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER","SHAWAMEKH, MUNICIPILITY BUILDING",02-5829949,POLYCLINIC,24.347185,54.650146
HEALTH PLUS FAMILY HEALTH CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD",AL RAHA BEACH,02-5571818,POLYCLINIC,24.450421,54.600569
SARHAD MEDICAL CLINIC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUSSAFAH SANAYIA M-2,02-5544887,POLYCLINIC,24.376202,54.516461
AL JASRAIN MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",UMM AL NAR BETWEEN TWO BRIDGES,02-4473711,POLYCLINIC,24.407281,54.505055
NEW SADD MAAREB MEDICAL CENTRE,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","SHAHAMA , NEAR EMIRATE TRANSPORT",02-5633073,POLYCLINIC,24.559612,54.694723
TABARAK MEDICAL POLYCLINIC L L C,AUH,"PLATINUM,G PLUS,GOLD,SILVER","SHAHAMA, NEXT TO ADCB",02-5632588,POLYCLINIC,24.318451,54.538903
LAHORE MEDICAL CENTRE (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",ELECTRA ST BEHIND CASSTLE HOTEL APT,02-6217229,POLYCLINIC,24.485015,54.36258
DABBAYIA CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-6023882,POLYCLINIC,24.305983,54.113633
JABAL AL-DHANA CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-6042270,POLYCLINIC,24.055685,52.667429
SHAH GENERAL CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-6044200,POLYCLINIC,23.13545,53.9067
SAHEL CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WESTERN REGION,02-6049901,POLYCLINIC,24.468077,54.334891
INTRA - LASER MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",CROSS SECTION KARMA/DELMA STREET,02-4460008,POLYCLINIC,24.458337,54.370914
HEALTH AND STYLE MEDICAL CENTRE LLC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","MUJAREB OFF TOWER,BHS BLG,HAMDAN ST",02-6330515,POLYCLINIC,24.336567,54.5304
AL NASSEEM MEDICALCENTRE (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",HAMDAN STREET,02-6399090,POLYCLINIC,24.48714,54.361545
KHYBER MEDICAL CLINIC L.L.C (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MADINAT ZAYED IDUSTRIAL AREA,02-8820808,POLYCLINIC,24.475962,54.374807
VISTA CARE SPECIALIZED CLINIC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",ELECTRA ST.OPP SANDS HOTEL,02-6263649,POLYCLINIC,24.488778,54.366836
CARE FIRST MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","MUBARAK BIN MOHAMMED ST, AL ROWDAH",02-4433374,POLYCLINIC,24.460352,54.363092
KARACHI MEDICAL POLY CLINIC (EXCLUDING DENTAL,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","M-40,OPPOSITE ICAD, MUSSAFAH",02-5500730,POLYCLINIC,24.345852,54.487993
BERLIN MEDICAL & NEUROLOGICAL REHABILITATION L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER",MUROOR STREET,02-3057018,REHABILITATION CENTER,24.457941,54.371707
PROFICIENCY SPECIALIST LABORATORIES,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MOHAMED BIN ZAYED CITY,02-5533171,DIAGNOSTIC CENTER,24.320593,54.538188
CAMBRIDGE MEDICAL & REHABILITATION CENTRE L.L.C. - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD","SHAKHBOUT CITY KHALIFA CITY B,",02-5104104,REHABILITATION CENTER,24.350957,54.637225
GLITTER DRINGENDEN CLINICS,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","DELMA STREET, AL NAHYAN AREA",02-6266675,POLYCLINIC,24.468814,54.383296
THE OPEN MRI CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE","DELMA STREET ,AL NAHYAN COMMERCIAL",02-4442246,DIAGNOSTIC CENTER,24.470477,54.386334
SHADI INTERNATIONAL PEDIATRIC DENTISTRY CENTER L.L.C.,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",AL  KHALEEJ AL ARABI ST,02-4445580,POLYCLINIC,24.2636,54.2202
SHADI INTERNATIONAL DENTAL & ORTHO BR3,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",KHALIFA  A CITY,02-5556675,POLYCLINIC,24.40133,54.55342
NOOR ALAHLI MEDICAL CENTER BRANCH-1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",MUSAFFAH ICAD RESIDENTIAL CITY,02-5575890,POLYCLINIC,24.339596,54.49819
OASIS MEDICAL CENTRE - BRANCH 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","AL FALLAH STREET, MADINAT ZAYED AREA",02-6763282,POLYCLINIC,24.2859,54.2226
KIDS HEART MEDICAL CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER","AL KARAMAH STREET CORNER DELMA STREET VILLA #54,",02-4458881,POLYCLINIC,24.457637,54.37297
ARABIAN ISLAND MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","MUSSAFAH SHABIYAH KHALIFA, SECTOR 10, BLDG NO. 209",02-5520250,POLYCLINIC,24.330712,54.534728
RIGHT CHOICE MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","MUSSAFAH M-10, NEAR ALYA HYPERMARKET AND LAL MARKET,",02-4917600,POLYCLINIC,24.370807,54.504423
METRO INTERNATIONAL MEDICAL CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE",AL RAHBA,03-7519944,POLYCLINIC,24.34355,54.41389
AL QUDWAH MEDICAL CENTER L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","FLAT # 101, AL SADAF FASHION BUILDING ELCTRA STREET NEAR HAMED CENTER",02-6214421,POLYCLINIC,24.484033,54.361467
NOOR AL SHIFA MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","NEW SHAHAMA , DUBAI MAFREQ ROAD",02-5633380,POLYCLINIC,24.535446,54.692628
INFINTI MEDICAL CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","INDUSTRIAL AREA, MADINAT ZAYED, WESTERN REGION",02-8882622,POLYCLINIC,23.65853,53.727275
CANADIAN MEDICAL CENTER LLC BRANCH -2,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","AL AIN ROAD, ABUDHABI UNIVERSITY",02-5551231,POLYCLINIC,24.422552,54.546481
GOLDEN CHOICE MEDICAL CENTER,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","MUSAFFAH M-17, NEAR SHATI AL MADINA SUPERMARKET",02-4486266,POLYCLINIC,24.360438,54.485144
BURJEEL ORTHOPEDIC AND SPORTS MEDICINE CENTRE,AUH,"PLATINUM,G PLUS,GOLD,ASASI","AL REEM ISLAND, GATE AND ARC TOWER, FLAT NO: R1-O1 RG-O1",02-3079732,POLYCLINIC,24.49,54.41
NOOR ALAHLI MEDICAL CENTER - BRANCH 3,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","BLDG. NO. C72, HAMDAN STREET",02-6811533,POLYCLINIC,24.487111,54.36156
DR.RASHED ALSHAEEL MEDICAL CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE",KHALIFA CITY-OPPOSITE OF AL FORSAN,02-4493733,POLYCLINIC,24.392528,54.451613
NEW FAMOUS MEDICAL CENTRE L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","M-34,OFFICE 16,MUSAFFAH",02-5538040,POLYCLINIC,24.349893,54.512678
MEDLUX MEDICAL CENTER LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","PLOT NO. 6,  MAFRAQ INDUSTRIAL AREA-1",02-6229722,POLYCLINIC,24.290563,54.591508
EVER CARE MEDICAL CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","MUSSAFFAH, M-17- S60, SHOP NO.3UNIT, ESTABLISHMENT OF THE DESERT VESSEL CAR TRANSPORT",02-4457667,POLYCLINIC,24.214041,54.29657
SADIQ POLYCLINIC - OWNER BY ZAIN ALI SALEH - SOLE PROPRIETORSHIP LLC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","STREET 11, NEAR ICAD CITY MUSAFFAH INDUSTRIAL AREA 37,",02-8864000,POLYCLINIC,24.20569,54.29345
ADNOC TECHNICIAL INSTITUTE CLINIC-ATI,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-6023882,POLYCLINIC,24.467566,54.322406
SHEIKH KHALIFA ENERGY CLINIC-ADNOC - SKEC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-7070000,POLYCLINIC,24.467566,54.322406
SAS AL NAKHL CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-7070000,POLYCLINIC,24.467566,54.322406
UPPER ZAKUM CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-6023882,POLYCLINIC,24.467566,54.322406
ARZANAH CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-6023882,POLYCLINIC,24.467566,54.322406
UMM AL DAKH CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-7070000,POLYCLINIC,24.467566,54.322406
ALSSEIFIYA ISLAND CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-6023882,POLYCLINIC,24.467566,54.322406
NORTH ISLAND CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-6023882,POLYCLINIC,24.467566,54.322406
WEST ISLAND CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-7070000,POLYCLINIC,24.467566,54.322406
CENTRAL ISLAND CLINIC,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","ADNOC HEAD QUARTERS BUILDING,CORNICHE ROAD,AL KHUBEIRAH",02-6023882,POLYCLINIC,24.467566,54.322406
NOVOMED CENTERS L.L.C- BRANCH OF ABUDHABI 1,AUH,"PLATINUM,G PLUS,GOLD,SILVER","VILLA 13,TOWAYYA AL RAGAYEB, MOHAMMED IBN ZAYED AL AWWAL STEET-AL AIN",03-7222230,POLYCLINIC,24.685999,55.187306
NOVOMED  CENTERS L.L.C - BRANCH OF ABU DHABI 2,AUH,"PLATINUM,G PLUS,GOLD,SILVER","KING ABDULLAH BIN ABDULAZIZ AL SAUD STREET, AL BATEEN",02-2222106,POLYCLINIC,25.076473,55.134292
LIFE MEDICAL CENTRE L.L.C,AUH,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE","FLAT NO. 101/102, MARINA PLAZA BLDG",02-6332300,DIAGNOSTIC CENTER,24.488616,54.364477
