SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
402,AUH,Abu Dhabi,CLINIC,ALLIANZ INSTALLER CLINIC,MF8245,ADNOC OFFSHORE,ADNOC OFFSHORE SITE CLINICS,02 6023882,https://www.google.com/maps/search/?api=1&query=ADNOC%20OFFSHORE%20SITE%20CLINICS%2C%20Ajman%2C%20UAE,,,
403,AUH,Abu Dhabi,CLINIC,ALLIANZ INTREPID CLINIC,MF7999,ADNOC OFFSHORE,ADNOC OFFSHORE SITE CLINICS,02 6023882,https://www.google.com/maps/search/?api=1&query=ADNOC%20OFFSHORE%20SITE%20CLINICS%2C%20Ajman%2C%20UAE,,,
404,AUH,Abu Dhabi,CLINIC,NSC FORTUNE / ADNOC AB01 CLINIC,MF7998,ADNOC OFFSHORE,ADNOC OFFSHORE SITE CLINICS,02 6023882,https://www.google.com/maps/search/?api=1&query=ADNOC%20OFFSHORE%20SITE%20CLINICS%2C%20Ajman%2C%20UAE,,,
405,AUH,Abu Dhabi,CLINIC,UMM SHAIF PLATFORM CLINIC,MF5580,ADNOC OFFSHORE,ADNOC OFFSHORE SITE CLINICS,02 6023882,https://www.google.com/maps/search/?api=1&query=ADNOC%20OFFSHORE%20SITE%20CLINICS%2C%20Ajman%2C%20UAE,,,
406,AUH,Abu Dhabi,CLINIC,KHYBER MEDICAL CENTER,MF3632,MADINAT ZAYED,"MADINAT ZAYED, AL DHAFRA REGION, ABU DHABI, UAE",02-8820808,https://www.google.com/maps/search/?api=1&query=MADINAT%20ZAYED%2C%20AL%20DHAFRA%20REGION%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
407,AUH,Abu Dhabi,CLINIC,AL AMEEN MEDICAL CENTRE L.L.C,MF44,NAJDA ST,"M3 GIFTLAND BLDG. NAJDA ST, ABU DHABI, UAE",02-6339722,https://www.google.com/maps/search/?api=1&query=M3%20GIFTLAND%20BLDG.%20NAJDA%20ST%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
408,AUH,Abu Dhabi,CLINIC,AL AMEEN MEDICAL CENTRE L.L.C BRANCH 1,MF4058,MUSSAFAH,"M37 MUSSAFAH INDUSTRIAL AREA, ABU DHABI, UAE",02-5503115,https://www.google.com/maps/search/?api=1&query=M37%20MUSSAFAH%20INDUSTRIAL%20AREA%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
409,AUH,Abu Dhabi,CLINIC,FAMOUS MEDICAL CENTRE - SOLE PROPRIETORSHIP L.L.C.,MF4775,SANAYA,"M10, SANAYA, SHOP-05, NEXT TO BANGALI MOSQUE, ABU DHABI, UAE",02-5467888,https://www.google.com/maps/search/?api=1&query=M10%2C%20SANAYA%2C%20SHOP-05%2C%20NEXT%20TO%20BANGALI%20MOSQUE%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
410,AUH,Abu Dhabi,CLINIC,LOTUS HOLISTIC ALTERNATIVE MEDICAL CENTER,MF1732,KHALIFA CITY,"STREET #20, BESIDE ALRAWAFED PVT. SCHOOL, KHALIFA CITY A, ABU DHABI, UAE",02-5579801,https://www.google.com/maps/search/?api=1&query=STREET%20%2320%2C%20BESIDE%20ALRAWAFED%20PVT.%20SCHOOL%2C%20KHALIFA%20CITY%20A%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
411,AUH,Abu Dhabi,CLINIC,CONSULTANTS MEDICAL CENTRE - L.L.C - S.P.C,MF146,HAMDAN STREET,"LAND MARK PLAZA BUILDING, OPPSITE AL SALAMA HOSPITAL, HAMDAN STREET, ABU DHABI, UAE",02-6794100,https://www.google.com/maps/search/?api=1&query=LAND%20MARK%20PLAZA%20BUILDING%2C%20OPPSITE%20AL%20SALAMA%20HOSPITAL%2C%20HAMDAN%20STREET%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
412,AUH,Abu Dhabi,CLINIC,ISHTAR MEDICAL CENTRE L.L.C,MF3818,"MUBARAK STREET,","PLAZA TOWER, FLAT NO 405, FATIMA BINT MUBARAK STREET, AL DANAH AREA, ABU DHABI, UAE",02-6333886,https://www.google.com/maps/search/?api=1&query=PLAZA%20TOWER%2C%20FLAT%20NO%20405%2C%20FATIMA%20BINT%20MUBARAK%20STREET%2C%20AL%20DANAH%20AREA%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
413,AUH,Abu Dhabi,CLINIC,TAHA MEDICAL CENTRE L.L.C,MF473,AL  FALAH STREET,"AL FALAH STREET, ABU DHABI, UAE",02-6343438,https://www.google.com/maps/search/?api=1&query=AL%20FALAH%20STREET%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
414,AUH,Abu Dhabi,CLINIC,DRONCALL LTD,MF5704,AL MARYAHA,"16TH FLOOR , WEWORK  HUB 71 ,ALMARYAHA ISLAND,NEAR GALLERIA MALL ,ADGM SQUARE,ABUDHABI-UAE",02-6730950,https://www.google.com/maps/search/?api=1&query=16TH%20FLOOR%20%2C%20WEWORK%20%20HUB%2071%20%2CALMARYAHA%20ISLAND%2CNEAR%20GALLERIA%20MALL%20%2CADGM%20SQUARE%2CABUDHABI-UAE%2C%20Ajman%2C%20UAE,,,
415,AUH,Abu Dhabi,CLINIC,GOLDEN HEALTH MEDICAL CENTER - L.L.C - S.P.C - BRANCH,MF8293,HAMEEM WORKER CITY,"AL SIDRA VILLAGE, SALEM CITY, AL BIHOUTH, HAMEEM WORKER CITY, ABUDHABI, UAE",02-5517216,https://www.google.com/maps/search/?api=1&query=AL%20SIDRA%20VILLAGE%2C%20SALEM%20CITY%2C%20AL%20BIHOUTH%2C%20HAMEEM%20WORKER%20CITY%2C%20ABUDHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
416,AUH,Abu Dhabi,CLINIC,ELITECARE MEDICAL CENTRE-SOLE PROPRIETORSHIP L.L.C,MF7479,AL DANAH,"SULTAN BIN ZAYED THE FIRST, 53 ST, AL DANAH, ABU DHABI, UAE",02-6660525,https://www.google.com/maps/search/?api=1&query=SULTAN%20BIN%20ZAYED%20THE%20FIRST%2C%2053%20ST%2C%20AL%20DANAH%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
417,AUH,Abu Dhabi,CLINIC,LLH MEDICAL CENTRE AL NOUD - L.L.C,MF7880,AL NOUD,"WADI AL AIN 1, 0 4: AL ARBAEEN, BUILDING, BADOK REAL ESTATE LLC,AL NOUD",02-5085555,https://www.google.com/maps/search/?api=1&query=WADI%20AL%20AIN%201%2C%200%204%3A%20AL%20ARBAEEN%2C%20BUILDING%2C%20BADOK%20REAL%20ESTATE%20LLC%2CAL%20NOUD%2C%20Ajman%2C%20UAE,,,
418,AUH,Abu Dhabi,DAYCARE,UNIQUE ALAHALIA OPHTHALMOLOGY ONE DAY SURGERY MEDICAL CENTER L.L.C.,MF4715,DELMA STREET,"DELMA STREET, OLD AIR PORT ROAD",02-4439777,https://www.google.com/maps/search/?api=1&query=DELMA%20STREET%2C%20OLD%20AIR%20PORT%20ROAD%2C%20Ajman%2C%20UAE,,,
419,AUH,Abu Dhabi,DAYCARE,HEART BEAT MEDICAL CENTER & ONE DAY SURGERY LLC,MF3135,SHEIKH RASHID BIN SAEED ST,"PLOT 103, MUSHRIF AREA - SHEIKH RASHID BIN SAEED ST-ABU DHABI, UAE",02-4449494,https://www.google.com/maps/search/?api=1&query=PLOT%20103%2C%20MUSHRIF%20AREA%20-%20SHEIKH%20RASHID%20BIN%20SAEED%20ST-ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
420,AUH,Abu Dhabi,DAYCARE,CROWN HOSPITAL ONE DAY SURGERY - SOLE PROPRIETORSHIP L.L.C.,MF5742,AL JAZZEEM ST,"M-11, MUSAFFAH, AL JAZZEEM ST., ABU DHABI, UAE",02-5529143,https://www.google.com/maps/search/?api=1&query=M-11%2C%20MUSAFFAH%2C%20AL%20JAZZEEM%20ST.%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
421,AUH,Abu Dhabi,DIAGNOSTIC CENTRE,IDEAL CLINICAL LABORATORIES-AUH,MF4099,MUSAFFAH,"C-44,MEZZANINE FLOOR, SHABIYA 10,MUSAFFAH OPPOSITE TO EMIRATES FUTURE INTERNATIONAL ACADEMY, ABU DH",02-5558448,https://www.google.com/maps/search/?api=1&query=C-44%2CMEZZANINE%20FLOOR%2C%20SHABIYA%2010%2CMUSAFFAH%20OPPOSITE%20TO%20EMIRATES%20FUTURE%20INTERNATIONAL%20ACADEMY%2C%20ABU%20DH%2C%20Ajman%2C%20UAE,,,
422,AUH,Abu Dhabi,DIAGNOSTIC CENTRE,DAR AL MOUASAH DIAGNOSTIC CENTRE LLC,MF215,HAMDAN STREET,"M. FLOOR, HARDEE'S BUILDING, HAMDAN STREET, OPP. ROTANA HOTEL,ABUDHABI,UAE",02-6260066,https://www.google.com/maps/search/?api=1&query=M.%20FLOOR%2C%20HARDEE%27S%20BUILDING%2C%20HAMDAN%20STREET%2C%20OPP.%20ROTANA%20HOTEL%2CABUDHABI%2CUAE%2C%20Ajman%2C%20UAE,,,
423,AUH,Abu Dhabi,DIAGNOSTIC CENTRE,LIFE MEDICAL DIAGNOSTICS LLC,MF771,SULTAN BIN ZAYED THE FIRST STREET,"SULTAN BIN ZAYED THE FIRST STREET, MARINA PLAZA BUILDING, FLAT NO:501-502, P.O.BOX 7917, ABU DHABI, UAE",600551636,https://www.google.com/maps/search/?api=1&query=SULTAN%20BIN%20ZAYED%20THE%20FIRST%20STREET%2C%20MARINA%20PLAZA%20BUILDING%2C%20FLAT%20NO%3A501-502%2C%20P.O.BOX%207917%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
424,AUH,Abu Dhabi,DIAGNOSTIC CENTRE,ACCURACY PLUS MEDICAL LABORATORY L.L.C,MF4977,HAMDAN STREET,"M02,OPPOSITE HOME CENTRE, HAMDAN STREET,ABU DHABI, UNITED ARAB EMIRATES",056-5227850,https://www.google.com/maps/search/?api=1&query=M02%2COPPOSITE%20HOME%20CENTRE%2C%20HAMDAN%20STREET%2CABU%20DHABI%2C%20UNITED%20ARAB%20EMIRATES%2C%20Ajman%2C%20UAE,,,
425,AUH,Abu Dhabi,DIAGNOSTIC CENTRE,AL BORG DIAGONOSTIC CENTRE FOR LABORATORIES L.L.C,MF1227,NAJDA ST,"NAJDA ST, BIN ARRAR BUILDING, ABU DHABI, UAE",02-4957999,https://www.google.com/maps/search/?api=1&query=NAJDA%20ST%2C%20BIN%20ARRAR%20BUILDING%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
426,AUH,Abu Dhabi,DIAGNOSTIC CENTRE,PROFICIENCY HEALTHCARE DIAGNOSTIC LABORATORIES L.L.C,MF3060,ELECTRA STREET,"2ND FLOOR, TOWER C BUILDING (BEHIND HONDA SHOWROOM),ELECTRA STREET, ABU DHABI, UAE",02-4919300,https://www.google.com/maps/search/?api=1&query=2ND%20FLOOR%2C%20TOWER%20C%20BUILDING%20%28BEHIND%20HONDA%20SHOWROOM%29%2CELECTRA%20STREET%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
427,AUH,Abu Dhabi,DIAGNOSTIC CENTRE,SANIMED INTERNATIONAL LAB AND MANAGEMENT L.L.C,MF7456,MASDAR CITY,"W1-UNIT 13, PLOT J03 GROUND FLOOR MASDAR CITY, ABU DHABI, UNITED ARAB EMIRATES",050-5437829,https://www.google.com/maps/search/?api=1&query=W1-UNIT%2013%2C%20PLOT%20J03%20GROUND%20FLOOR%20MASDAR%20CITY%2C%20ABU%20DHABI%2C%20UNITED%20ARAB%20EMIRATES%2C%20Ajman%2C%20UAE,,,
428,AUH,Abu Dhabi,HOSPITAL,LLH HOSPITAL AL MUSAFFAH L.L.C,MF2222,"INDUSTRIAL AREA, MUSAFFAH","PO BOX NO:  92313,16TH, STREET, SANAYYA – 7, INDUSTRIAL AREA, MUSAFFAH, ABU DHABI, UAE",02-4126018,https://www.google.com/maps/search/?api=1&query=PO%20BOX%20NO%3A%20%2092313%2C16TH%2C%20STREET%2C%20SANAYYA%20%E2%80%93%207%2C%20INDUSTRIAL%20AREA%2C%20MUSAFFAH%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
429,AUH,Abu Dhabi,HOSPITAL,LLH HOSPITAL L.L.C,MF1954,ELECTRA STREET,"AL MARWA TOWER, ELECTRA STREET ABU DHABI",02-6335522,https://www.google.com/maps/search/?api=1&query=AL%20MARWA%20TOWER%2C%20ELECTRA%20STREET%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
430,AUH,Abu Dhabi,HOSPITAL,LIFECARE HOSPITAL LLC - BRANCH 1,MF2420,MUSAFFAH,"M-24, NEAR WORKERS VILLAGE OPPOSITE ADNOC PETROL PUMP, MUSAFFAH",02-4148226,https://www.google.com/maps/search/?api=1&query=M-24%2C%20NEAR%20WORKERS%20VILLAGE%20OPPOSITE%20ADNOC%20PETROL%20PUMP%2C%20MUSAFFAH%2C%20Ajman%2C%20UAE,,,
431,AUH,Abu Dhabi,HOSPITAL,LIFECARE HOSPITAL L.L.C.,MF2349,"MAFRAQ,BANIYAS","NEAR AL RAHA VILLAGE, MAFRAQ,BANIYAS",02-5856333,https://www.google.com/maps/search/?api=1&query=NEAR%20AL%20RAHA%20VILLAGE%2C%20MAFRAQ%2CBANIYAS%2C%20Ajman%2C%20UAE,,,
432,AUH,Abu Dhabi,HOSPITAL,PHOENIX HOSPITAL L.L.C.,MF2482,SHABIYAH 10,"M-10, NEAR ADNOC, SHABIYAH 10, MUSAFFAH",02-6151515,https://www.google.com/maps/search/?api=1&query=M-10%2C%20NEAR%20ADNOC%2C%20SHABIYAH%2010%2C%20MUSAFFAH%2C%20Ajman%2C%20UAE,,,
433,AUH,Abu Dhabi,HOSPITAL,MILLENNIUM HOSPITAL L.L.C.,MF4838,MUSSAFAH,"C 175, ME 9, SHABIA 9, NEAR AL AIN UNIVERSITY, MUSSAFAH",02-6113333,https://www.google.com/maps/search/?api=1&query=C%20175%2C%20ME%209%2C%20SHABIA%209%2C%20NEAR%20AL%20AIN%20UNIVERSITY%2C%20MUSSAFAH%2C%20Ajman%2C%20UAE,,,
434,AUH,Abu Dhabi,HOSPITAL,AL AHLI HOSPITAL COMPANY L L C,MF23,HAMDAN STREET,"OPP DU OFFICE, HAMDAN STREET",02-6262666,https://www.google.com/maps/search/?api=1&query=OPP%20DU%20OFFICE%2C%20HAMDAN%20STREET%2C%20Ajman%2C%20UAE,,,
435,AUH,Abu Dhabi,HOSPITAL,AL AHLI HOSPITAL COMPANY L L C - BRANCH 1,MF3107,MUSSAFAH,"TARIFF ROAD , M-24, MUSSAFAH",02-8119119,https://www.google.com/maps/search/?api=1&query=TARIFF%20ROAD%20%2C%20M-24%2C%20MUSSAFAH%2C%20Ajman%2C%20UAE,,,
436,AUH,Abu Dhabi,HOSPITAL,AL DHANNAH HOSPITAL,MF439,AL DHANNAH CITY,"AL DHANNAH CITY, NEAR AL DHANNAH MALL,ABU DHABI,UAE",02-8090311,https://www.google.com/maps/search/?api=1&query=AL%20DHANNAH%20CITY%2C%20NEAR%20AL%20DHANNAH%20MALL%2CABU%20DHABI%2CUAE%2C%20Ajman%2C%20UAE,,,
437,AUH,Abu Dhabi,HOSPITAL,MEDEOR 24X7 HOSPITAL LLC (ABUDHABI),MF3976,AL FALAH ST - AL DANAH,AL FALAH ST - AL DANAH - ZONE 1 - ABU DHABI,02-6900 405,https://www.google.com/maps/search/?api=1&query=AL%20FALAH%20ST%20-%20AL%20DANAH%20-%20ZONE%201%20-%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
438,AUH,Abu Dhabi,HOSPITAL,N M C SPECIALTY HOSPITAL LTD (FORMERLY NMC SPECIALTY HOSPITAL - LLC),MF394,ELECTRA STREET,SHEIKH ZAYED 2ND STREET (ELECTRA ROAD),02-6332255,https://www.google.com/maps/search/?api=1&query=SHEIKH%20ZAYED%202ND%20STREET%20%28ELECTRA%20ROAD%29%2C%20Ajman%2C%20UAE,,,
439,AUH,Abu Dhabi,HOSPITAL,BAREEN INTERNATIONAL HOSPITAL,MF2257,MOHAMMAD BIN ZAYED CITY,"MOHAMMAD BIN ZAYED CITY, ZONE 15 (NEXT TO SHAIKAH FATIMA BINT MUBARAK MOSQUE) ,P.O. BOX 108727, ABU DHABI, U.A.E",02-5545555,https://www.google.com/maps/search/?api=1&query=MOHAMMAD%20BIN%20ZAYED%C2%A0CITY%2C%20ZONE%2015%20%28NEXT%20TO%20SHAIKAH%20FATIMA%20BINT%20MUBARAK%20MOSQUE%29%C2%A0%2CP.O.%20BOX%20108727%2C%20ABU%20DHABI%2C%20U.A.E%2C%20Ajman%2C%20UAE,,,
440,AUH,Abu Dhabi,HOSPITAL,DAS HOSPITAL,MF7198,DAS ISLAND,"DAS ISLAND, ABU DHABI, UAE",02-8090311,https://www.google.com/maps/search/?api=1&query=DAS%20ISLAND%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
441,AUH,Abu Dhabi,HOSPITAL,NATIONAL HOSPITAL - SOLE PROPRIETORSHIP L.L.C.,MF772,AL RUMAITHI STREET,"BUILDING 16, ABDULLA BIN HUMAID AL RUMAITHI STREET, AL DANAH, ABU DHABI, UAE",02-6711000,https://www.google.com/maps/search/?api=1&query=BUILDING%2016%2C%20ABDULLA%20BIN%20HUMAID%20AL%20RUMAITHI%20STREET%2C%20AL%20DANAH%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
442,AUH,Abu Dhabi,PHARMACY,AL KHAZNA HEALTH PHARMACY,PF5125,AL KHAZNA 1,"AL KHAZNA 1, AL KHAZNA , AL AIN ROAD,ABU DHABI",02-8869238,https://www.google.com/maps/search/?api=1&query=AL%20KHAZNA%201%2C%20AL%20KHAZNA%20%2C%20AL%20AIN%20ROAD%2CABU%20DHABI%2C%20Ajman%2C%20UAE,,,
443,AUH,Abu Dhabi,PHARMACY,BANGASH PHARMACY,PF1460,BANIYAS EAST9 ,"NEAR SULTAN BAKERY, BANIYAS EAST9 ,ABU DHABI  AL AIN ROAD ",02-5834217,https://www.google.com/maps/search/?api=1&query=NEAR%20SULTAN%20BAKERY%2C%20BANIYAS%20EAST9%20%2CABU%20DHABI%20%20AL%20AIN%20ROAD%2C%20Ajman%2C%20UAE,,,
444,AUH,Abu Dhabi,PHARMACY,KHYBER PHARMACY,PF1405,BANIYAS WEST  4,"NEAR ZENITH SUPERMARKET, BANIYAS WEST  4 , ABU DHABI  AL AIN ROAD",02-5836800,https://www.google.com/maps/search/?api=1&query=NEAR%20ZENITH%20SUPERMARKET%2C%20BANIYAS%20WEST%20%204%20%2C%20ABU%20DHABI%20%20AL%20AIN%20ROAD%2C%20Ajman%2C%20UAE,,,
445,AUH,Abu Dhabi,PHARMACY,BAB AL MADINA PHARMACY,PF2898,MUSAFFAH ,"SHOP # 4, PLOT # 32,MOOSA AL AJBAN BUILDING,MUSAFFAH M-26, P.O. BOX # 25537, ABU DHABI UAE",02-6422464,https://www.google.com/maps/search/?api=1&query=SHOP%20%23%204%2C%20PLOT%20%23%2032%2CMOOSA%20AL%20AJBAN%20BUILDING%2CMUSAFFAH%20M-26%2C%20P.O.%20BOX%20%23%2025537%2C%20ABU%20DHABI%20UAE%2C%20Ajman%2C%20UAE,,,
446,AUH,Abu Dhabi,PHARMACY,AL ZIA PHARMACY LLC,PF1347,SHABIYA 12 MBZ CITY,BUILDING #87 SHABIYA 12 MBZ CITY ABU DHABI UAE,02-5529220,https://www.google.com/maps/search/?api=1&query=BUILDING%20%2387%20SHABIYA%2012%20MBZ%20CITY%20ABU%20DHABI%20UAE%2C%20Ajman%2C%20UAE,,,
447,AUH,Abu Dhabi,PHARMACY,LAHORE PHARMACY LLC,PF1402,MUSSAFAH,"OPPOSITE TO ICAD GATE 1 , SANAIYA M-40 MUSSAFAH ABU DHABI",02-5508988,https://www.google.com/maps/search/?api=1&query=OPPOSITE%20TO%20ICAD%20GATE%201%20%2C%20SANAIYA%20M-40%20MUSSAFAH%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
448,AUH,Abu Dhabi,PHARMACY,SWAT PHARMACY,PF2878,MUSSAFAH,NEAR SPINNEYS SUPERMARKET SANAIYA M-40 MUSSAFAH ABU DHABI,02-5546799,https://www.google.com/maps/search/?api=1&query=NEAR%20SPINNEYS%20SUPERMARKET%20SANAIYA%20M-40%20MUSSAFAH%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
449,AUH,Abu Dhabi,PHARMACY,BAB AL TEB PHARMACY LLC-SOLE PROPRIETORSHIP L.L.C,PF3054,SANAIYA M-26,"SANAIYA M-26 MUSSAFAH ABU DHABI,UAE",02-6261914,https://www.google.com/maps/search/?api=1&query=SANAIYA%20M-26%20MUSSAFAH%20ABU%20DHABI%2CUAE%2C%20Ajman%2C%20UAE,,,
450,AUH,Abu Dhabi,PHARMACY,LLH PHARMACY ALMUSAFFAH L.L.C,PF3104,"ICAD, 16 ,MUSAFFAH","""M40, KM TRADING BUILDING, ICAD, 16 STREETMUSAFFAH.",02-4116451,https://www.google.com/maps/search/?api=1&query=%22M40%2C%20KM%20TRADING%20BUILDING%2C%20ICAD%2C%2016%20STREETMUSAFFAH.%2C%20Ajman%2C%20UAE,,,
451,AUH,Abu Dhabi,PHARMACY,LIFE CARE INTERNATIONAL PHARMACY L.L.C- BRANCH,PF3193,LABOR CITY,"AL WATHBA RAZEEN LABOR CITY, ABU DHABI",02-5845314,https://www.google.com/maps/search/?api=1&query=AL%20WATHBA%20RAZEEN%20LABOR%20CITY%2C%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
452,AUH,Abu Dhabi,PHARMACY,LLH HOSPITAL PHARMACY AL MUSAFFAH,PF1506,SANAYYA – 7,"PO BOX NO:  92313,16TH, STREET, SANAYYA – 7, INDUSTRIAL AREA, MUSAFFAH, ABU DHABI, UNITED ARAB EMIRA",02-4126018,https://www.google.com/maps/search/?api=1&query=PO%20BOX%20NO%3A%20%2092313%2C16TH%2C%20STREET%2C%20SANAYYA%20%E2%80%93%207%2C%20INDUSTRIAL%20AREA%2C%20MUSAFFAH%2C%20ABU%20DHABI%2C%20UNITED%20ARAB%20EMIRA%2C%20Ajman%2C%20UAE,,,
453,AUH,Abu Dhabi,PHARMACY,LLH HOSPITAL PHARMACY L.L.C,PF1432,ELECTRA STREET,"AL MARWA TOWER, ELECTRA STREET ABU DHABI",02-6335522,https://www.google.com/maps/search/?api=1&query=AL%20MARWA%20TOWER%2C%20ELECTRA%20STREET%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
454,AUH,Abu Dhabi,PHARMACY,BURJEEL RETAIL PHARMACY HAMDAN STREET - L.L.C (FORMERLY LLH PHARMACY LLC),PF2592,HAMDAN STREET,"MARINA PLAZA, HAMDAN ST, NEAR LLH HOSPITAL, ABU DHABI, UAE",02-6335522,https://www.google.com/maps/search/?api=1&query=MARINA%20PLAZA%2C%20HAMDAN%20ST%2C%20NEAR%20LLH%20HOSPITAL%2C%20ABU%20DHABI%2C%20UAE%2C%20Ajman%2C%20UAE,,,
455,AUH,Abu Dhabi,PHARMACY,LIFE CARE INTERNATIONAL PHARMACY L.L.C.,PF1762,"MAFRAQ,BANIYAS","NEAR AL RAHA VILLAGE, MAFRAQ,BANIYAS",02-5856333,https://www.google.com/maps/search/?api=1&query=NEAR%20AL%20RAHA%20VILLAGE%2C%20MAFRAQ%2CBANIYAS%2C%20Ajman%2C%20UAE,,,
456,AUH,Abu Dhabi,PHARMACY,LIFE CARE INTERNATIONAL PHARMACY LLC - BRANCH 1,PF2581,MUSAFFAH,"M-24, NEAR WORKERS VILLAGE OPPOSITE ADNOC PETROL PUMP, MUSAFFAH",02-4148292,https://www.google.com/maps/search/?api=1&query=M-24%2C%20NEAR%20WORKERS%20VILLAGE%20OPPOSITE%20ADNOC%20PETROL%20PUMP%2C%20MUSAFFAH%2C%20Ajman%2C%20UAE,,,
457,AUH,Abu Dhabi,PHARMACY,TOPCARE PHARMACY BRANCH-1,PF2702,MUSAFFAH,"AL  ESKAN AL JAMAE BUILDING , SHOPS NO. R033– GROUND FLOOR, MUSSAFAH INDUSTRIAL AREA,",02-6665131,https://www.google.com/maps/search/?api=1&query=AL%20%20ESKAN%20AL%20JAMAE%20BUILDING%20%2C%20SHOPS%20NO.%20R033%E2%80%93%20GROUND%20FLOOR%2C%20MUSSAFAH%20INDUSTRIAL%20AREA%2C%2C%20Ajman%2C%20UAE,,,
458,AUH,Abu Dhabi,PHARMACY,TOPCARE PHARMACY,PF1371,"MOHAMED BIN KHALIFA STREET,","MOHAMED BIN KHALIFA STREET, NEXT TO RAIN CAFE, ABUDHABI",02-5833145,https://www.google.com/maps/search/?api=1&query=MOHAMED%20BIN%20KHALIFA%20STREET%2C%20NEXT%20TO%20RAIN%20CAFE%2C%20ABUDHABI%2C%20Ajman%2C%20UAE,,,
459,AUH,Abu Dhabi,PHARMACY,AL BAHAR AL AHMAR PHARMACY,PF2951,"MOHAMED BIN KHALIFA STREET,","MOHAMED BIN ZAYED CITY-ME11, C88, SHOP G2, ABU DHABI  ",02-8763338,https://www.google.com/maps/search/?api=1&query=MOHAMED%20BIN%20ZAYED%20CITY-ME11%2C%20C88%2C%20SHOP%20G2%2C%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
460,AUH,Abu Dhabi,PHARMACY,MANSOUR PHARMACY ABU DHABI,PF1317,AL-FALAH STREET,AL-FALAH STREET  OPPOSITE WEARMART ABU DHABI,02-6422287,https://www.google.com/maps/search/?api=1&query=AL-FALAH%20STREET%20%20OPPOSITE%20WEARMART%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
461,AUH,Abu Dhabi,PHARMACY,MANSOUR PHARMACY BRANCH 1,PF1725,MUSAFFAH,MUSAFFAH - M-37 - ABU DHABI,02-5500753,https://www.google.com/maps/search/?api=1&query=MUSAFFAH%20-%20M-37%20-%20ABU%20DHABI%2C%20Ajman%2C%20UAE,,,
462,AUH,Abu Dhabi,PHARMACY,SARHAD PHARMACY,PF2673,"MUSAFFAH - II,","MUSAFFAH - II, OPPOSITE TO LLH HOSPITAL,ABU DHABI,UAE",02-5551429,https://www.google.com/maps/search/?api=1&query=MUSAFFAH%20-%20II%2C%20OPPOSITE%20TO%20LLH%20HOSPITAL%2CABU%20DHABI%2CUAE%2C%20Ajman%2C%20UAE,,,
463,AUH,Abu Dhabi,PHARMACY,SABA PHARMACY LLC,PF3165,MUSAFFAH,"13 AL JAZZEEM 2 STREETMUSAFFAH INDUSTRIAL M37,ABU DHABI, 20316",02-5523200,https://www.google.com/maps/search/?api=1&query=13%20AL%20JAZZEEM%202%20STREETMUSAFFAH%20INDUSTRIAL%20M37%2CABU%20DHABI%2C%2020316%2C%20Ajman%2C%20UAE,,,
464,AUH,Abu Dhabi,PHARMACY,RIGHT CHOICE HEALTH PHARMACY,PF5279,MUSAFFAH-10,"BUILDING # 43, SHOP#32, MUSAFFAH-10, INDUSTRIAL AREA, ABU DHABI,UAE",02-4917599,https://www.google.com/maps/search/?api=1&query=BUILDING%20%23%2043%2C%20SHOP%2332%2C%20MUSAFFAH-10%2C%20INDUSTRIAL%20AREA%2C%20ABU%20DHABI%2CUAE%2C%20Ajman%2C%20UAE,,,
