Index,P,PROVIDER TYPE,PROVIDER NAME,AREA,ADDRESS,TELEPHONE,lat,lon,formatted,confidence,attribution
526,SHJ,CLINIC,AL NASEEM MEDICAL CENTRE LLC,AL WAHDA STREET,"AL WAHDA BUILDING 2 , M106 , FIRST FLOOR , AL WAHDA STREET, SHARJAH, UAE",06-5691000,25.3419649,55.4042809,"Al Wahda Street, Nissan Showroom, Al Wahda Street, Industrial Area, Sharjah, Al Ghubaiba, United Arab Emirates",0.405,© OpenStreetMap contributors
527,SHJ,CLINIC,BHATIA MEDICAL CENTRE LLC,ROLLA,"BHATIA MEDICAL CENTRE BUILDING, ROLLA , BANK STREET, OPPOSITE MAJID PHARMACY",06-5753888,25.973126,56.171655,"Stairway to Heaven (Right Bank) - سلم إلى الجنة, RK, United Arab Emirates",0,© OpenStreetMap contributors
528,SHJ,CLINIC,BHATIA MUWAILEH MEDICAL CENTRE LLC,SHARJAH,"JASSIM #3 BUILDING, MUWAILEH COMMERCIAL, BEHIND DUBAI ISLAMIC BANK , SHARJAH",06-5578772,25.368674,55.404656,"Dubai Islamic Bank, Al Nasseria, Sharjah, United Arab Emirates",0.14198697752573,© OpenStreetMap contributors
529,SHJ,CLINIC,DOOA CLINIC,HAMRIYAH,NEAR EMIRATES POST/ HAMRIYAH FREE ZONE PHASE 1,050-2068125,25.2447002,55.3401559,"Rental Cars UAE - Dubai, M06 2 Street, Al Garhoud, Dubai, DU, United Arab Emirates",0.119047619047619,© OpenStreetMap contributors
530,SHJ,CLINIC,SAM SPECIALIST MEDICAL CENTRE,AL MAJAZ 1,"FLAT 1401 AL NAKHEEL TOWER, BUHAIRAH CORNICHE AL MAJAZ 1, SHARJAH, UAE",06-574 4664,25.316267,55.380896,"Al Majaz 2, 1 Al Khan Street, Al Majaz, Sharjah, SH, United Arab Emirates",0.49359375,© OpenStreetMap contributors
531,SHJ,CLINIC,ABRAHAMS MEDICAL CENTRE,ROLLA,"303, ROLLA TOWER BUILDING - AL ZAHRA'A ST - AL SHARJAH, PO BOX-3079",06-5612737,24.06805,51.746971,"ممر 303, As-Sila, AZ, United Arab Emirates",0.0347142857142857,© OpenStreetMap contributors
532,SHJ,CLINIC,AL AMUMAH MEDICAL CENTER,NEAR SHARJAH POST OFFICE,"FIRST FLOOR - NEW INVESTMENT BUILDING, NEAR SHARJAH POST OFFICE, IRANI MARKET",06-5667661,25.23033,55.26947,"Al Mustashfá al Īrānī, Al Bada'a, Dubai, United Arab Emirates",0,GeoNames
533,SHJ,CLINIC,CARE MEDICAL CENTRE,SHAHABA,SHAHABA SHARJAH,06-5455501,25.33627905,55.4267137855566,"Al Shahaba Plaza, Al Fateh Street, Mughaidir, Sharjah, Sharjah Emirate, United Arab Emirates",0.567,© OpenStreetMap contributors
534,SHJ,CLINIC,IDEAL MEDICAL CENTRE,ROLLA,"1ST FLOOR,MALABAR GOLD BUILDING,ROLLA",06-5623844,,,,,
535,SHJ,CLINIC,HNC AL SABAH MEDICAL CENTER L.L.C. SHARJAH,MUWAILAH,"1ST FLOOR,AL BHAKITH BUILDING,MUWAILAH ,SHARJAH, NEAR SHARJAH NATIONAL PAINTS, P.O. BOX: 78431",06-531 5001,24.935758,55.059502,"P.O. Box: 52455 National Industries Park, Dubai Techno Park, Jebel Ali, DU, United Arab Emirates",0.00310178745267712,© OpenStreetMap contributors
536,SHJ,CLINIC,GOOD HEALTH SPECIALIZED MEDICAL CENTRE,AL NAHDA,"GROUND FLOOR, SANA BUILDING ,AL WAHDA STREET, NEAR SHARJAH CITY CENTER, SHARJAH",06-5541600,25.302103,55.548564,"Sharjah, SH, United Arab Emirates",0.25,Who's On First
537,SHJ,CLINIC,EVE MEDICAL CENTRE LLC,AL FAHYA STREET,"OPPOSITE OF NMC MAYSALOON, AL FAYHA STREET, VILLA 159, SHARJAH, UAE",06-5210100,25.3426204,55.3981565,"UAE Exchange, King Abdul Aziz Street, Al Qasimia, Sharjah, United Arab Emirates",0.138461538461538,© OpenStreetMap contributors
538,SHJ,CLINIC,VENNIYIL MEDICAL CENTRE,CORNICH,"1ST FLOOR,INVESTMENT BLDG.AL SHUWAIHEEN AREA, CORNICH ROAD,SHARJAH",06-5682258,25.302103,55.548564,"Sharjah, SH, United Arab Emirates",0,Who's On First
539,SHJ,CLINIC,REEM SPECIALIST MEDICAL CENTRE -ROLLA SHARJAH,SHARJAH,"1ST FLOOR, OLD UAE EXCHANGE BLDG, ROLLA SQUARE, ROLLA, P.O.BOX: 21764",06-5625422,25.25715685,55.2932974389385,"RainTree Rolla Hotel, Al Rolla Street, Al Raffa, Dubai, Bur Dubai, United Arab Emirates",0.0280708884977157,© OpenStreetMap contributors
540,SHJ,CLINIC,REEM AL NAHDA MEDICAL CENTRE,AL NAHDA,AL SHAIBA BLDNG FLAT 101 OPP CARREFOUR,06-5302464,,,,,
541,SHJ,CLINIC,ASTER AL NAHDA -SHARJAH,AL ITTIHAD ROAD,"GROUND FLOOR, GOLDEN SANDS BUILDING,NEAR SAFEER MALL, AL ITTIHAD ROAD,POB.27127.SHARJAH,UAE",06-5267111,25.30940145,55.3789068494344,"Safeer Mall, Al Ittihad Road, Industrial Area, Sharjah, Sharjah Emirate, United Arab Emirates",0.5,© OpenStreetMap contributors
542,SHJ,CLINIC,ASTER ABU TINA MEDICAL CENTRE,ABUTINA,"SHAIKH MAJID BIN SAUD BIN KHALID BUILDING, GROUND FLOOR, SHOP NO:1 &2,AL SHARQ STREET NO - 103, SHARJAH ABUTINA.",06-5619045,25.3831801583964,55.4076541662933,"Al Sharq Street, Al Heera, Sharjah, Al Fisht, United Arab Emirates",0.5,© OpenStreetMap contributors
543,SHJ,CLINIC,ASTER ABU SHGHARAH MEDICAL CENTER,ABU SHAGARA,"ASTER BUILDING, GROUND FLOOR, SHOP NO:1, NEAR ABU SHAGARA PARK, ABU SHAGARA",06-5568225,25.335994,55.395269,"Abu Shagara Park, Abu Shagara, Sharjah, SH, United Arab Emirates",0.257142857142857,© OpenStreetMap contributors
544,SHJ,CLINIC,ASTER MUWAILEH MEDICAL CENTER,MUWAILEH,MUWAILEH - BH STREET SH.MOHAMED BIN ZAYED,06-5358027,,,,,
545,SHJ,CLINIC,ACCESS AL ROLLA MEDICAL CENTRE,ROLLA,"ADNIC TOWER, GROUND 1,2,3, IBRAHIM MOHAMMAD AL MEDFA'A, UM AL TARAFA, OPPOSITE UNION NATIONAL BANK, PO BOX 33556",06-5612050,,,,,
546,SHJ,CLINIC,ACCESS CLINIC MUWEILAH,MUWEILAH,MUWEILAH NEAR NATIONAL PAINTS,06-5359933,25.298863,55.497209,"Muweilah, Al Juraina, Sharjah, SH, United Arab Emirates",0,© OpenStreetMap contributors
547,SHJ,CLINIC,AL YAMAMAH MEDICAL CENTRE,IND AREA-10,"INDUSTRIAL ARE 10, SHARJAH",06 5352160,25.299024,55.418747,"Industrial Area 10, Sharjah, SH, United Arab Emirates",0.25,Who's On First
548,SHJ,CLINIC,ZAFERULLA MEDICAL CENTRE,NATIONAL PAINTS,"INDUSTRIAL ARE 11, SHARJAH",06 5443080,25.3189169,55.402807,"Al Tamam, 11 First Industrial Street, Industrial Area, Sharjah, SH, United Arab Emirates",0.2,© OpenStreetMap contributors
549,SHJ,CLINIC,AL BANNA MEDICAL CENTERE,INDUSTRIAL AREA 12,"0 FLOOR, AL THURAYA BLDG",06-5327228,25.0877965,55.1490733,"Floor World, Al Marsa Street, Dubai Marina, Dubai, DU, United Arab Emirates",0,© OpenStreetMap contributors
550,SHJ,CLINIC,AL SHIFA AL UROPI MEDICAL CENTER LLC,AL NAHDA,"AL NAHDA,SHARJAH,UAE",06-5376969,25.3669424,55.3944556,"Al nahda, Al Sharq Street, Al Sharq, Sharjah, Al Majarrah, United Arab Emirates",0.5,© OpenStreetMap contributors
551,SHJ,CLINIC,AL SHIFA AL KHALEEJI MEDICAL CENTRE,CATERPILLAR ROAD,"INDUSTRAIL AREA NO. 2, CATERPILLAR ROAD, OPPOSITE TO ADNOC PETROL STATION NEXT TO DYNATRADE SERVICE CENTER, SHARJAH",06-5328558,24.4089482,54.4612761,"PICNIC AREA 5 FOUNTAIN NO: 2, Al Khaleej Al Arabi Street, Al Rawdah, Abu Dhabi, AZ, United Arab Emirates",0.0103058670482283,© OpenStreetMap contributors
552,SHJ,CLINIC,AL FAIEZ MEDICAL CENTRE(AL- SHAMS GROUP),AL MADAM,"PO. BOX 25474 HOWAIDHEN BLDG, FLOOR 1, FLAT 101-104, HATTA ROAD, AL MADAM, SHARJAH",06-8861202,24.9120153,55.776299,"Al Madam, Sharjah Emirate, United Arab Emirates",0.225,© OpenStreetMap contributors
553,SHJ,CLINIC,AL FURQAN MEDICAL CENTRE LLC.(AL- SHAMS GROUP),IND AAREA -11,"PO. BOX 48431, M- 2179, FLOOR 1, SALEM SAEED OMAI AL JABERI BLDG, INDUSTRIAL AREA 11SHARJAH",06-5353868,,,,,
554,SHJ,CLINIC,AL SHAMS AL JADEED MEDICAL CENTRE LLC(AL- SHAMS GROUP),IND AREA-5,"PO. BOX 25686, WAHID SALIM BLDG, FLOOR M, FLAT M6, DOUBLE COLA ROAD, INDUSTRIAL AREA 5, SHARJAH",06-5397539,25.302103,55.548564,"Sharjah, SH, United Arab Emirates",0.25,Who's On First
555,SHJ,CLINIC,AL SHAMS MEDICAL CENTRE LLC(AL- SHAMS GROUP),CATERPILLAR ROAD,"PO. BOX 34792, SHIHAB SULAIMAN BLDG, FLAT 113-115, CATERPILLAR AREA ROAD, AREA 3, SHARJAH",06-5424255,25.305449,55.409665,"Industrial Area 3, Sharjah, SH, United Arab Emirates",0.25,Who's On First
556,SHJ,CLINIC,AL KANARY MEDICAL CENTRE L.L.C,MUWLEIH,"FATHIMA SAIF BLDG, SHOPS 7/8 EMIRATES ROAD, NATIONAL PAINTS R/A, MUWLEIH COMMERCIAL, SHARJAH, PO 60936",06-534 4439,25.243513,55.404088,"39263 92867 Emirates Road, Al Twar 2, Dubai, DU, United Arab Emirates",0.0173637051039698,© OpenAddresses contributors
557,SHJ,CLINIC,AL SEYOUH MEDICAL CENTER,INDUSTRIAL AREA 4,"UNIT 15, BLOCK A, NEAR GIFT MART, SHARJAH INDUSTRIAL AREA 4",06-5594836,25.0784604,55.1532846,"Baskent Turkish kitchen, B09 JLT Cluster Y, Jumeirah Lakes Towers, Dubai, DU, United Arab Emirates",0.00275699189886167,© OpenStreetMap contributors
558,SHJ,CLINIC,AL QASIMIAH MEDICAL CENTRE,AL SAJJA,"NEAR SHARJAH CEMENT FACTORY, ALI MOOSA BUILDING, SAJJA INDUSTRIAL AREA",06-5310050,,,,,
559,SHJ,CLINIC,AL RAHAH MEDICAL CENTRE,IND AREA-2,"INDUSTRIAL AREA 2, SHARJAH",06-5425260,25.3432639,55.419908123128,"Industrial Area, Al-Samnan, Sharjah, Sharjah Emirate, United Arab Emirates",0.9,© OpenStreetMap contributors
560,SHJ,CLINIC,YAS MEDICAL CENTRE,SAJJA,"NEAR LULU INTERNATIONAL EXCHANGE, SAJJA INDUSTRIAL AREA",06-5361258,,,,,
561,SHJ,CLINIC,SABAH AL NOOR MEDICAL CENTRE,ABU SHAGARA,"M2 ,A BLOCK,M FLOOR,MR BAKER BUILDING,KING FAISAL ROAD,ABU SHAGARA,SHARJAH",050-3719090,25.3337226,55.3922258,"Sharjah, King Faisal Road, Jumbo-Sony 1, King Faisal Street, Al Qasimia, Sharjah, Abu Shagara, United Arab Emirates",0.5,© OpenStreetMap contributors
562,SHJ,CLINIC,AL MALIHA MEDICAL CENTRE,AL DHAID,"OPPOSITE ETISALAT, AL DHAID,SHARJAH.U.A.E.",06-8823334,25.3539337,55.3894497,"Noor Al Dhaid, Sheikh Saqr Bin Khalid Al Qasimi Street, Al Gharb, Sharjah, Um Tarafa, United Arab Emirates",0.54,© OpenStreetMap contributors
563,SHJ,CLINIC,AL AHLIA REGIONAL MEDICAL CENTRE,AL MINA ROAD,"ABUSHAGA,SHARJAH,UAE",06-5621700,,,,,
564,SHJ,CLINIC,SHAMAL AL AHALIA MEDICAL CENTRE,SHEIKH ZAYED STREET,"SHEIKH ZAYED STREET, NEAR CLOCK TOWER, OPP.KALYAN SILKS",06-5744529,24.119957,51.597358,"Sheikh Khalifa Bin Zayed International Road, AZ, United Arab Emirates",0.0908096885813149,© OpenStreetMap contributors
565,SHJ,CLINIC,FIRST GULF MEDICAL CENTRE SHARJAH,NATIONAL PAINT,"FLAT NO: 102, 1ST FLOOR, AL REEM BUILDING II MUWAILAH, NEAR NATIONAL PAINTS, MALIHA ROAD, SHARJAH - UAE",06-5347573,,,,,
566,SHJ,CLINIC,ACCESS AL SAJAA CLINIC,AL SAJAA,"GROUND FLOOR, AL SAJAA SHOPPING CENTRE, FLOOR NO. 25 & 26, AL SAJAA INDUSTRIALAREA, PO. BOX : 33556, SHARJAH, UAE",06 7678795,25.0292919,55.1068712,"Starbucks, Ground Floor Abraj Al Mina Street, Jabal Ali, Jebel Ali, DU, United Arab Emirates",0.00398089764161408,© OpenStreetMap contributors
567,SHJ,CLINIC,DOCTORS MEDICAL CENTRE LLC,ROLLA,"ADCB BULIDING, FLAT - 5 & 6TH FLOOR,MEENA ROAD,NEAR SHRJAH CENTRAL POST OFFICE, ROLLA",06-5632100,25.3580866,55.3872070470479,"Rolla, Al Gharb, Sharjah, Sharjah Emirate, United Arab Emirates",0,© OpenStreetMap contributors
568,SHJ,CLINIC,UNICARE MEDICAL CENTRE LLC,CLOCK TOWER,"AL SHAMSI BUILDING, AL ZAHRA STREET,102 & 103, 1ST FLOOR,OPPOSITE AL ZAHRA HOSPITAL,NEAR CLOCK TOWER.",06-5630313,25.2722706,55.3270721550997,"Al Shamsi Building, 24 Street, Al Muteena, Dubai, Deira, United Arab Emirates",0.166666666666667,© OpenStreetMap contributors
569,SHJ,CLINIC,INARA MEDICAL CENTER,AL SAJAA,"AL SAJAA INDUSTRIAL AREA, SHARJAH,UAE",06-7676177,25.316773,55.624117,"Al Saja'a Industrial, Sharjah, SH, United Arab Emirates",0,Who's On First
570,SHJ,CLINIC,DR ASHOK MENON MEDICAL CENTER,ABUSHAGARA,"ABU SHAGARA, CITY TOWER BLDG. FLAT NO. 11, NEAR PRIME TOWER HOTEL, KING FAISAL ST., ABU SHAGARA,SHARJAH,UAE",06-553 0557,25.33624805,55.3953969398576,"Al Qasimia, Sharjah, Sharjah Emirate, United Arab Emirates",0.0349854227405248,© OpenStreetMap contributors
571,SHJ,CLINIC,AL AMANAH MEDICAL CENTER LLC,AL NABBA,"SUITE 308, 3 RD FLOOR, AL MUBARAK CENTER, AL NABBA, SHARJAH, UAE",06-5615545,25.29864,55.37294,"Al Hayat Suite, Al Nahda, Sharjah, United Arab Emirates",0.405,GeoNames
572,SHJ,CLINIC,SAHARA MEDICAL CENTRE L.L.C,AL NAHDA PARK SHARJAH,"SHARJAH AL SHALBA BUILDING ROOM NO 105,OPP AL NAHDA PARK AND LULU HYPERMARKET,SHARJAH ,UAE",06-5318887,25.157386,55.214481,"105 Al Rofood Street, Umm Suqeim, Dubai, DU, United Arab Emirates",0,© OpenStreetMap contributors
573,SHJ,CLINIC,RAYHAN GULF MEDICAL CENTER LLC,ABU SHAGARA,"1ST FLOOR, SHJ COOP, ABU SHAGARA,SHARJAH,UAE",06-5454388,,,,,
574,SHJ,CLINIC,ISHAQ BIN OMRAN MEDICAL CENTER LLC,AL QASIMI STREET,"IBO MEDICAL CENTER BUILDING,SHEIKH SALEM AL QASSIMI ST. AL QARAYEN – SHARJAH",06-5180800,25.302103,55.548564,"Sharjah, SH, United Arab Emirates",0.25,Who's On First
575,SHJ,CLINIC,MODERN HEALTHCARE CENTER LLC,AL QASIMI STREET,"SW2 BUILDING -3114-KHALED BIN SULTAN AL QASIMI STREET-ALEF COMMUNITY,MUWEILAH COMMERCIAL-SHARJAH,UAE",06-5041200,,,,,
576,SHJ,CLINIC,SADAF AL SAJAH MEDICAL CENTRE,"SAJAH INDUSTRIAL AREA,SAJAH","AHMED AL MULLA BUILDING, FLAT NO-3,4 & 5, SAJAH INDUSTRIAL AREA,SAJAH,SHARJAH,UAE",06-7151998,25.3548763,55.430538,"Solanki Dental Center, Villa No 3, Al Falaj Area Cultural Square, Al Riqqa, Sharjah, Al Abar, United Arab Emirates",0.0843557142857143,© OpenStreetMap contributors
577,SHJ,CLINIC,ORIANA SPECIALITY HOSPITAL CLINICS LLC SOLE PROPRIETORSHIP,AL QASIMI ST,VILLA NO. 313 - SHEIKH KHALID BIN KHALID AL QASIMI ST - AL GOAZ - WASIT SUBURB - SHARJAH,06-5918889,25.302103,55.548564,"Sharjah, SH, United Arab Emirates",0.25,Who's On First
578,SHJ,CLINIC,HAPPY WAY MEDICAL CENTER,ZAM ZAM REST,"3RD FLOOR,THE RESIDENCE 7 BUILDING,OPP.ZAM ZAM REST ROLLA STREET,SHARJAH,UAE",06-5307069,,,,,
579,SHJ,CLINIC,FAMILY STAR MEDICAL CENTRE,ABU SHAGHARA,BESIDE SEVEN STARS SOLANKI BUILDING - ABU SHAGHARA - SHARJAH,06-7151858,,,,,
580,UMQ,CLINIC,YASMED MEDICAL CENTER,UMM AL QUWAIN,"NEAR ETISALAT ROUNDABOUT, NEW INDUSTRIAL AREA, UMM AL QUWAIN U.A.E",06-529 9064,25.56473,55.55517,"Umm Al Quwain City, UQ, United Arab Emirates",0.25,GeoNames
581,UMQ,CLINIC,AL JAZBIR CLINIC,KING FAIZAL STREET,"MOSAFIR BLDG, KING FAISAL STREET ,UMQ",06-7655659,25.3286,55.39502,"Abu Shagara, Sharjah, SH, United Arab Emirates",0,GeoNames
582,UMQ,CLINIC,AL HAYAT MEDICAL CENTER-UMM AL QUWAIN,RAMLA,"UMM AL QUWAIN,RAMLA",06 7663233,25.5520435,55.5474977,"Umm Al Quwain, Umm al-Quwain, United Arab Emirates",1,© OpenStreetMap contributors
583,UMQ,CLINIC,DR.SUNNY MEDICAL CENTRE UAQ,KING FAISAL ROAD,"KING FAISAL STREET, NEAR NISSAN SHOWROON, UAQ, UAE",06-7666933,25.3286,55.39502,"Abu Shagara, Sharjah, SH, United Arab Emirates",0,GeoNames
584,UMQ,CLINIC,ASTER MEDICAL CENTRE - BR OF (D M HEALTHCARE) LLC UMM AL QUWAIN BRANCH,KING FAISAL STREET,"AL MASA -2 BUILDING , GROUND FLOOR , KING FAISAL STREET,GREEN BELT -UMM AL QUWAIN -UAE",06-5770288,25.56473,55.55517,"Umm Al Quwain City, UQ, United Arab Emirates",0.225,GeoNames
585,UMQ,CLINIC,DAR AL HAYAT MEDICAL CENTRE LLC,NEAR ETISALAT ROUND ABOUT,"NEAR ETISALAT ROUND ABOUT, NEW INDUSTRIAL AREA, UMM AL QUWAIN, UAE",06-5624885,25.56473,55.55517,"Umm Al Quwain City, UQ, United Arab Emirates",0.25,GeoNames
586,AUH,CLINIC,NMC ROYAL FAMILY MEDICAL CENTRE LTD,MOHAMMAD BIN ZAYED CITY,"PRESTIGE TOWER,NEAR CAPITAL MALL,MOHAMMED BIN ZAYED CITY,ABU DHABI",02-6911500,24.375846,54.530091,"Capital Mall, Mohamed Bin Zayed City, Abu Dhabi, AZ, United Arab Emirates",0.666666666666667,© OpenStreetMap contributors
587,AUH,CLINIC,N M C ROYAL MEDICAL CENTRE LTD,ELECTRA STREET,"5TH FLOOR, ELECTRA STREET , SAMA TOWER",02-5133111,25.051825,55.266024,"Street 1 Street, Arabian Ranches, Dubai, DU, United Arab Emirates",0.0404958677685951,© OpenStreetMap contributors
588,AUH,CLINIC,N M C ROYAL MEDICAL CENTRE LTD,NEW SHAHAMAH,12 AL SADIRAT ST - AL SHAHAMAH - NEW SHAHAMAH - ABU DHABI,02-8859400,24.5204004,54.6719576,"12 Al Sadirat Street, Al Shahamah, Abu Dhabi Emirate, United Arab Emirates",1,© OpenStreetMap contributors
589,AUH,CLINIC,N M C ROYAL MEDICAL CENTRE LTD,AL KHALIDIYAH,14 AL FARIS ST - AL KHALIDIYAH - W17-01 - ABU DHABI,02-6144900,,,,,
590,AUH,CLINIC,OXFORD MEDICAL CENTER L.L.C,MUROOR AREA,"23RD - 25TH STREET, MUROOR AREA (BEHIND LULU EXPRESS - HADBAT AL ZA'FARANAH - ABU DHABI",02-4489666,24.401977,54.4958539,"The National Aquarium Abu Dhabi, 372 Al Maqta' Street, Rabdan, Abu Dhabi, Bain al Jisrain (Between the Bridges), United Arab Emirates",0.15,© OpenStreetMap contributors
591,AUH,CLINIC,MEDICAL SPECIALITY CENTRE L.L.C,KHALIDIYA,"MEDICAL SPECIALITY CENTRE, KHALIDIYA - ZAYED THE FIRST ST - AL HISN - W4 - ABU DHABI",02-6336325,24.478502,54.354468,"Al Hisn, Abu Dhabi, AZ, United Arab Emirates",0.25,Who's On First
592,AUH,CLINIC,MESK ALMADINA MEDICAL CENTRE LLC,MUSAFFAH,"ICAD AREA M40, PLOT NO 96 – MUSAFFAH, P.O. BOX 94100, ABU DHABI, U.A.E",02-5504333,24.35305,54.525242,"Plot No. M-26, Musaffah, Abu Dhabi, AZ, United Arab Emirates",0,© OpenStreetMap contributors
593,AUH,CLINIC,ALPHA MEDICAL CENTRE L.L.C,MUSAFFAH,"PLOT NO 1, AL FIRDOUS TOWER, M3, MUSAFFAH, ABU DHABI",02-5558383,24.3488731,54.4904380047039,"Musaffah, Abu Dhabi Emirate, United Arab Emirates",0.25,© OpenStreetMap contributors
594,AUH,CLINIC,GOLDEN SANDS MEDICAL CENTRE L.L.C,AL FALAH ST,OLD PASSPORT ROAD - AL FALAH ST - ABU DHABI,02-6427171,24.365909,54.582942,"Abu Dhabi, AZ, United Arab Emirates",0.0486749594375338,Who's On First
595,AUH,CLINIC,APOLLO MEDICAL CENTRE SOLE PROPRIETORSHIP LLC,HAMDAN STREET,"M101, MURAIJEB TOWER, HAMDAN STREET, ABU DHABI, UAE",02-6397733,24.5035372496779,54.3849234984062,"Hamdan Bin Mohammed Street, Al Zahiyah, Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",0.405,© OpenStreetMap contributors
596,AUH,CLINIC,GOLDEN CURE MEDICAL CENTRE - SOLE PROPRIETORSHIP L.L.C,AL DHAFRA INDUSTRIAL AREA,"ZAYED CITY EAST 19, BEHIND AL MASAOOD NISSAN SERVICE CENTER, AL DHAFRA INDUSTRIAL AREA- WESTERN REGION- ABU DHABI",02-8784642,25.130446,55.184655,"19 Dar Al Masyaf, Umm Suqeim, Dubai, DU, United Arab Emirates",0,© OpenStreetMap contributors
597,AUH,CLINIC,HEALTH GO MEDICAL CENTER LLC,AL MAFRAQ,"AL MAFRAQ INDUSTRIAL AREA,AUH,UAE",02-5851331,24.3280271,54.613043833697,"Al Mafraq Hospital, Tawi 'Inad Street, Al Mafraq, Abu Dhabi, AZ, United Arab Emirates",1,© OpenStreetMap contributors
598,AUH,CLINIC,WAZIRUSTAN MEDICAL CENTRE - L.L.C - O.P.C,AL DHAFRA REGION,"11, AL FASEEHAH ST, GHIYATHI, AL DHAFRA REGION 10868,AUH,UAE",02-8741400,25.1728869,55.2191587,"11 Al Heeba Street, Umm Suqeim, Dubai, Umm Suqeim 1, United Arab Emirates",0.0520062869822485,© OpenStreetMap contributors
599,AUH,CLINIC,ANSARI MEDICAL CENTRE - L.L.C - O.P.C,AL KHALIDIYA,"AL-HOSN, WEST, 4 0:, BUILDING, AFRA MUHAMMAD SAIF ASSISTANT, AL KHALIDIYA, ABU DHABI,UAE",02-6394139,24.482256,54.354898,"Qasr Al Hosn, Al Hisn, Abu Dhabi, United Arab Emirates",0.1265625,© OpenStreetMap contributors
600,AUH,DAYCARE,UNIQUE ALAHALIA OPHTHALMOLOGY ONE DAY SURGERY MEDICAL CENTER L.L.C.,DELMA STREET,"DELMA STREET, OLD AIR PORT ROAD",02-4439777,25.051825,55.266024,"Street 1 Street, Arabian Ranches, Dubai, DU, United Arab Emirates",0.155172413793103,© OpenStreetMap contributors
601,DXB,DAYCARE,ASTER DAY SURGERY CENTRE LLC,BUR DUBAI-KUWAIT ROAD,"MOHAMMAD HUSSAIN ALIYATEEM BUILDING, NEAR ASTER HOSPITAL AL MANKHOOL, KUWAIT ROAD,",04-3814987,,,,,
602,DXB,DAYCARE,ARMADA ONE DAY SURGICAL CENTER,JLT,ARMADA TOWER-CLUSTER P -P2 -GOUND FLOOR JLT DUBAI,04-3990022,25.0754584,55.1453186070816,"Armada Tower 3, JLT Cluster P, Jumeirah Lakes Towers, Dubai, Emirates Hills, United Arab Emirates",1,© OpenStreetMap contributors
603,DXB,DAYCARE,HEALTHHUB BR.ALFUTTAIM DAY SURGICAL CENTER -FESTIVAL CITY,FESTIVAL CITY,"DUBAI FESTIVAL CITY , FESTIVAL CITY MALL , NEXT TO IKEA",04-5967100,25.222249,55.349148,"Dubai Festival City, Festival City, Dubai, DU, United Arab Emirates",0,© OpenStreetMap contributors
604,RAK,DAYCARE,AL ZAHRAWI HOSPITAL DAY CARE SURGERY,RAS AL KHAIMAH,"P.O. BOX 5442, AL NAKHEEL,RAS- AL- KHAIMA, UAE",07-2288544,25.2663938,55.2947452,"Shabab Al Ras Gents Salon, Sikkat Al Khail Road, Al Ras, Dubai, Deira, United Arab Emirates",0.0790364366448543,© OpenStreetMap contributors
605,RAK,DAYCARE,AL ORAIBI HOSPITAL,RAS AL KHAIMAH,"PO BOX159, OPPOSITE HOME CENTRE, AL MUNTASSER ST. AL NAKHEEL RAS AL KHAIMAH UAE",07-2288511,25.707057,55.821625,"Al Tilal Street, RK, United Arab Emirates",0.0867857142857143,© OpenStreetMap contributors
606,SHJ,DAYCARE,SHARJAH CORNICHE HOSPITAL,BUHAIRAH CORNICHE,"PO BOX 19692, CORNICHE PLAZA II, 10TH FLOOR, BUHAIRAH CORNICHE",06-5751222,25.34065505,55.3860398128282,"Corniche Plaza 2, 9 Street, Al Majaz, Sharjah, SH, United Arab Emirates",0.303571428571429,© OpenStreetMap contributors
607,SHJ,DAYCARE,AL SAHA WA AL SHIFAA HOSPITAL,ROLLA,"ROLLA MALL,SHARJAH,UAE",06-5632618,25.3587283,55.3895204023759,"Rolla Mall, Al Arouba Street, Al Gharb, Sharjah, Al Ghuwair, United Arab Emirates",0.5,© OpenStreetMap contributors
608,SHJ,DAYCARE,ORIANA HOSPITAL FOR ONE DAY SURGERY LLC SOLE PROPRIETORSHIP,AL TAAWUN ST,"NEW AL TAAWUN RD, MANAZIL TOWER 2 - 1704, MUNAZIL - 2 AL TAAWUN ST - SHARJAH",06-5251000,25.3127156,55.3761363,"Manazil Towers 2, Al Taawun Street, Al Khan, Sharjah, Al Taawun, United Arab Emirates",0,© OpenStreetMap contributors
609,AJM,DIAGNOSTIC CENTRE,AL FARABI MEDICAL LABORATORIES L.L.C,AL NUAIMIA,"FLAT NO 202 ,SHEIKH KHALIFA BIN ZAYED ST - 2 AL NUAIMIA - AJMAN,UAE",06-5565114,,,,,
610,ALAIN,DIAGNOSTIC CENTRE,PROFICIENCY HEALTHCARE DIAGNOSTIC LABORATORIES LLC.-BRANCH 1,ZAYED BIN SULTAN STRT,"2ND FLOOR M2, ETIHAD BUILDING,BESIDE ADNOC STATION NEAR CLOCK TOWER JUNCTION, ZAYED BIN SULTAN STREE",03-766 0992,24.4956704,54.3718818,"Hamdan St / Shk. Zayed Bin Sultan St, Hamdan Bin Mohammed Street, Al Danah, Abu Dhabi, AZ, United Arab Emirates",0,© OpenStreetMap contributors
