SL_NO,PROVIDER_NAME,EMIRATE,PROVIDER_TYPE,INSURANCE_NETWORK,NOTES_EXCERPT
DHA-F-5073793,CARE AND CURE MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-8471946,BRITE MEDICARE MEDICAL CENTRE LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0126933,AL AMAN MEDICAL CENTRE LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6324028,BLUEBELL MEDICAL CENTRE,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045546,MIDEAST POLYCLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001159,"BETTERCARE MEDICAL CENTER, LLC",DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047742,BADR AL SAMAAMEDICAL CENTRE,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000947,AXON MEDICA MEDICAL CENTER-GARDENS,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047403,AXON MEDICA POLYCLINIC -AL RASHIDIYA,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6807861,AXON MEDICA POLYCLINIC(SILICON OASIS),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046649,AVIVO GR-AL BARSHA CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045658,AVIVO GR-DOCTOR'S CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047348,AVIVO GR-MUHAISNA SPECIALISTS MEDICAL CENTRE,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047577,PRIMACARE SPECIALITY CLINICS LLC BRANCH,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046583,PRIMACARE SPECIALITY CLINICS LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001207,ASTER MEDICAL CENTRE OUD METHA(BR OF D M HEALTHCARE LLC)(FORMERLY ASTER MEDICAL CENTRE DEIRA),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045600,ASTER MEDICAL CENTRE REM RAAM (BR OF D M HEALTHCARE LLC),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047096,AL SHAAB MEDICAL CENTRE-ASTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047997,ASTER JEBELALI MEDICAL CENTRE,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000820,ASTER MEDICAL CENTRE INTERNATIONAL CITY,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045629,DR MOOPENS MEDICAL CENTRE KARAMA BR-ASTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046778,DR.MOOPEN'S AL QUOZ MEDICAL CENTRE-ASTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045542,SALEEM POLYCLINIC-ASTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001384,ASTER MEDICAL CENTRE - ABUHAIL,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001491,CEDARS CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000890,ASTER MEDICAL CENTRE AL QUSAISE(BR OF DM),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001027,ACCESS CLINIC AL QUOZ (BR.OF DM),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000786,ASTER GP  CLINIC BUR DUBAI BR OF DM HEALTHCARE LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047552,ACCESS CLINIC DIP,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000738,ACCESS CLINIC INTL. CITY (BR OF DM HEALTHCARE),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000553,ACCESS CLINIC JAFZA,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001089,ACCESS CLINIC - PERSIA (BR.DM),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000491,ACCESS CLINIC SONAPUR,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001136,ACCESS CLINIC SONAPUR 2 (BR. OF  DM),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001286,ACCESS CLINIC DIP 2,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045425,DR.KOYA'S CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0002573,ACCESS CLINIC DIC BR DM HEALTHCARE LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045479,ASHTREE CLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000181,ARMADA MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0002347,MED ONE MEDICAL CENTER LLC (FORMERLY AQUA MEDICAL CENTER LLC),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0002397,ANAYA MEDICAL CENTER L.L.C BRANCH,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001701,ANAYA MEDICAL CENTRE LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0906434,AL NOOR SOUTH POLYCLINIC DWC LLC (FORMERLY AL SHIFA AL UROPI MEDICAL CENTER DWC LLC),DXB,CLINIC,Shifa/ADICO,"Coordinates approximate for Jurf 1, Industrial Area 3, Ajman"
DHA-F-0045675,AL SHIFA AL KHALEEJI MEDICAL CENTRE (DEIRA),DXB,CLINIC,Shifa/ADICO,"Coordinates approximate for Jurf 1, Industrial Area 3, Ajman"
DHA-F-0001618,AL SHIFA AL KHALEEJI MEDICAL CENTRE BRANCH LLC (DIP),DXB,CLINIC,Shifa/ADICO,"Coordinates approximate for Jurf 1, Industrial Area 3, Ajman"
DHA-F-4321280,SONAPUR STAR POLYCLINIC L.L.C (FORMERLY AL QUSAIS STAR POLYCLINIC (BRANCH)),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047641,ABEER AL NOOR POLY CLINIC (AL QUSAIS),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047100,AL RASHIDIYA AL NOOR POLY CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0002088,ABEER AL NOOR POLY CLINIC-MUHAISNAH 2,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001077,AL BARSHA AL NOOR POLY CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0002226,ABEER AL NOOR POLY CLINIC LLC-DEIRA (BR),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046288,AL MURJAN MEDICAL CENTRE,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5061324,HEALTHHUB BR.AL FUTTAIM HEALTHCARE-MUTEENA,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-1856028,TOTAL CARE CLINIC BR. ALFUTTAIM HEALTHCARE SINGLE PERSON COMPANY LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-3337211,HEALTHHUB 6 BR.AL FUTTAIM-KARAMA,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5058752,ADVANCED CARE MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0047388,ADVANCED CARE MEDICAL CENTER-AL QUOZ-(ADVANCED GROUP),DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0047190,CARE PLUS MEDICAL CENTER-JABEL ALI-(ADVANCED GROUP),DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0000564,ADVANCED CARE MEDICAL CENTER (BRANCH)-DIP-(ADVANCED GROUP),DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0002260,ADVANCED CARE MEDICAL CENTER (BRANCH)(ADVANCED GROUP),DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0002329,ADVANCED CARE MEDICAL CENTER BRANCH- DIC (ADVANCE CARE- GROUP),DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-5626518,ADVANCED CARE MEDICAL CENTER LLC BRANCH-ALQUOZ 2,DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0115116,ADVANCED CARE MEDICAL CENTER LLC BRANCH,DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0045585,AL MANSOOR MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0717492,YOUR CENTER POLYCLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046803,AL WAHA CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0253862,APOLLO CLINIC LLC(FORMERLY NEW CITY CLINIC LLC),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045480,OXFORD MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045423,DR ABDUL LATIF CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045672,LIVERPOOL MEDICAL CLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0017907,RALS HEALTHCARE (BR OF ABD ULWAHED BIN SHABIB INVESTMENT GROUP L.L.C),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6347683,ARIN CARE POLY CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047293,MODERN FAMILY CLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5579493,MODERN FAMILY CLINIC LLC BRANCH(AL QUOZ),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-4561808,MODERN FAMILY CLINIC LLC BRANCH (AL BARSHA),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-7784388,GMG MEDICAL CENTER LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045578,KHAYBER MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-8923608,MEDCOME HEALTHCARE CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001842,TORONTO MEDICAL CENTER LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-2412412,SHARE AND CARE MEDICAL CENTER FZE,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045405,AL FAHIM  CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-7346249,MODERN CARE CLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-3635685,ADVANCED CARE MEDICAL CENTER L.L.C (BRANCH),DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from the described loca"
DHA-F-0045520,DR KAMKAR MEDICAL & PHYSIOTHERAPHY CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6463093,DR. ISMAIL POLYCLINIC (BRANCH),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047994,AMBER CLINICS L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045579,AL NOOR POLYCLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046698,AL NOOR POLYCLINIC AL SATWA (BR OF AMBER CLINICS L.L.C),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045465,DR JOSEPH POLYCLINIC (BR OF AMBER CLINICS L.L.C),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046298,JOSEPHS QUSAIS POLYCLINIC (BR OF AMBER CLINICS L.L.C),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-3218645,HARLEY INTERNATIONAL MEDICAL CLINIC L.L.C (BRANCH),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6899933,ASCENT ENT SPECIALITY CENTRE LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-4634377,L L H MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-8445632,GUADALOUPE MEDICAL CLINIC L.L.C POLYCLINIC(FORMERLY INDIGO MEDICAL CLINIC L.L.C),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001672,NEW MEDICAL CENTER LTD - DUBAI BRANCH(FORMERLY NEW MEDICAL CENTRE ( DEIRA)),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-7633903,NMC JEBEL ALI CLINIC (BR OF N M C ROYAL HOSPITAL LTD)(DUBAI BRANCH),DXB,CLINIC,NMC (Healthcare Network),"Coordinates verified for Al Nuaymia area, Ajman. NMC Healthc"
DHA-F-0046829,KEERTHI MEDICAL CENTER LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045441,AMIRUDDIN CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000488,XIE HE MEDICAL CENTER LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-1161905,LLH MEDICAL CENTER LLC (BRANCH),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-4352556,NOOM MEDICAL CLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5313703,MBM SPECIALITY MEDICAL CENTER LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6722050,ZMC HEALTH CLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5009237,BLOOM PLUS POLY CLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-9886764,GRAND DR ISMAIL POLYCLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5455109,STEPS POLY CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-9839500,AFRIDI MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001604,WE CARE MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045508,AL BAYAN MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0256039,AL RUKN MEDICAL CENTER LLC DUBAI BRANCH,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-4291797,GOOD LIFE MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046191,MARHABA MEDICAL CENTRE,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-1405006,SAFA ALNOOR POLYCLINIC LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6854415,ALDIA MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-7264077,BEST LIFE GENERAL CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-1169256,PESHAWAR MEDICAL CENTER L.L.C- INTERNATIONAL CITY,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-8971664,CITY RELIEF EXPRESS GROUP CLINIC,DXB,CLINIC,UNKNOWN,"Coordinates are approximate, derived from district-level kno"
DHA-F-8688303,SHAMS AL AHALIA MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5435064,MUMTAZ AL NOOR EXPRESS PHARMACY L.L.C  (GP CLINIC),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-3731093,MEDHUB MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0002312,GREEN LIFE MEDICAL CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5633552,AL NOOR POLYCLINIC L.L.C (BRANCH),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-3479578,HEAVEN MEDICAL CENTRE L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0046437,SEVEN DENTAL CENTRE L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-3006003,NAJMAT ALSAQR CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-9685821,ABRO CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-4125660,CRX EXPRESS CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045474,NAIF MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0572585,DRONCALL HOME HEALTH CARE CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F -5739289,ELISTERMED POLYCLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-1190004,ELISTERMED PHARMACY L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-9348616,CARE 7 MEDICAL CENTER LLC ,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5458015,PARADISE PLUS POLY CLINIC LLC(BRANCH),DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-9617310,JAVIDA MEDICAL CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5982353,SHIELD MEDICAL CENTER-L.L.C-O.P.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-7552666,SHIELD MEDICAL CENTER-DUBAI BRANCH,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6429491,SEHA AL NOOR CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-7840310,BRIGHT CARE CLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-1428491,MOOPANS POLYCLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-8828824,SIDRA HOME HEALTH CARE CENTER L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-9397485,ZAIN CURA MEDICAL CENTER LLC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5910903,ROYAL SABA MEDICAL CLINIC,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045700,IBN SINA MEDICAL CENTER,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-3359016 ,NEEKO POLYCLINIC L.L.C,DXB,CLINIC,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0002227,ASTER DAY SURGERY CENTRE LLC,DXB,DAYCARE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001179,ARMADA ONE DAY SURGICAL CENTER,DXB,DAYCARE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5696570,HEALTHHUB BR.ALFUTTAIM DAY SURGICAL CENTER -FESTIVAL CITY,DXB,DAYCARE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-5393958,ALOKA EYE CLINIC L.L.C (DAY SURGICAL CENTER),DXB,DAYCARE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0000228,DR SAI GANESH MEDICAL CENTRE L.L.C- DEIRA,DXB,DENTAL,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001655,SAI GANESH MEDICAL CENTRE L.L.C,DXB,DENTAL,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-1171945,DR. SG POLY CLINIC CO. LLC,DXB,DENTAL,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001653,DR SAI GANESH MEDICAL CENTRE L.L.C- SATWA,DXB,DENTAL,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0107973,SIKKA DENTAL CLINIC L.L.C,DXB,DENTAL,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
 DHA-F-5249061,SEVEN D MEDICAL CENTRE L.L.C,DXB,DENTAL,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-8148455,SAKURA MEDICAL AND DENTAL CLINIC FZ-LLC,DXB,DENTAL,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-6316298,MICRO HEALTH MEDICAL LAB,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001120,PH DIAGNOSTIC,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0048007,TRUST MEDICAL LABORATORY,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001683,AIRIS IMAGING AND DIAGNOSTIC CENTRE LLC,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001940,ASTER IMAGING CENTRE AL MUTEENA BR OF DM HEALTHCARE LLC,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045687,MEDINOVA DIAGNOSTIC CENTER,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0001916,ASTER MEDICAL LABORATORY BR OF DM HEALTHCARE LLC,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0311028,GULF CARE DIAGNOSTIC CENTER LLC,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0047151,STAR METROPOLIS CLINICAL LABORATORIESAND HEALTH SERVICES MIDDLE EAST LLC,DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
DHA-F-0045588,MEDICAL DIAGNOSTIC AND IMAGING CENTER POLYCLINIC(MEDIC),DXB,DIAGNOSTIC CENTRE,UNKNOWN,Coordinates derived from area-level geocoding. Verify agains
